"";"Category";"Term";"Count";"%";"Pvalue";"FDR";"List Total";"Pop Hits";"Pop Total";"Fold Enrichment";"group"
"32";"REACTOME_PATHWAY";"R-HSA-975957:R-HSA-975957";47;1,63081193615545;6,04975898857382e-11;9,59917589860027e-08;1370;115;9075;2,70723579815931;"a"
"33";"REACTOME_PATHWAY";"R-HSA-983168:R-HSA-983168";73;2,53296321998612;6,22776948323877e-05;0,0987705021606833;1370;308;9075;1,56999478623566;"a"
"34";"REACTOME_PATHWAY";"R-HSA-5336415:R-HSA-5336415";5;0,33288948069241;0,000584764022397747;0,896459568256003;744;6;9075;10,1646505376344;"b"
"35";"REACTOME_PATHWAY";"R-HSA-5628897:R-HSA-5628897";19;1,26498002663116;0,000142508725135885;0,219165935352139;744;85;9075;2,72651802656546;"b"
"36";"REACTOME_PATHWAY";"R-HSA-6784531:R-HSA-6784531";13;0,865512649800266;0,00188559208056993;2,86378482565354;744;57;9075;2,78190435766836;"b"
"37";"REACTOME_PATHWAY";"R-HSA-72163:R-HSA-72163";27;1,79760319573901;0,00242814268273599;3,67347671002708;744;177;9075;1,8606478950246;"b"
"38";"REACTOME_PATHWAY";"R-HSA-73817:R-HSA-73817";6;0,399467376830892;0,00176584567484305;2,68422243056841;744;12;9075;6,09879032258064;"b"
"39";"REACTOME_PATHWAY";"R-HSA-917977:R-HSA-917977";9;0,599201065246338;0,00176787227376003;2,68726394086723;744;29;9075;3,78545606229143;"b"
"40";"REACTOME_PATHWAY";"R-HSA-2500257:R-HSA-2500257";18;1,82186234817814;0,000322498116999333;0,481135420030832;501;121;9075;2,69461077844311;"c"
"41";"REACTOME_PATHWAY";"R-HSA-2565942:R-HSA-2565942";13;1,31578947368421;0,00306386416221489;4,48463763095645;501;88;9075;2,67589820359281;"c"
"42";"REACTOME_PATHWAY";"R-HSA-380259:R-HSA-380259";12;1,21457489878543;0,00142843824413678;2,11473398911657;501;70;9075;3,10521813515826;"c"
"43";"REACTOME_PATHWAY";"R-HSA-380270:R-HSA-380270";14;1,417004048583;0,00030079431811192;0,448823407315602;501;78;9075;3,25118992783663;"c"
"44";"REACTOME_PATHWAY";"R-HSA-5663220:R-HSA-5663220";17;1,72064777327935;0,00299378484714876;4,38419323585418;501;135;9075;2,28099356841872;"c"
"45";"REACTOME_PATHWAY";"R-HSA-68877:R-HSA-68877";15;1,51821862348178;0,00233191855028782;3,43066950423893;501;108;9075;2,51580172987359;"c"
"46";"REACTOME_PATHWAY";"R-HSA-72163:R-HSA-72163";26;2,63157894736842;1,2389927810612e-05;0,0185245735153217;501;177;9075;2,66078013464596;"c"
