"";"Category";"Term";"Count";"%";"Pvalue";"FDR";"List Total";"Pop Hits";"Pop Total";"Fold Enrichment";"group"
"74";"GOTERM_CC_FAT";"GO:0031967~organelle envelope";125;8,32223701731025;0,00103624441640021;1,60872361974267;1201;1149;14527;1,31590008036529;"b"
"75";"GOTERM_CC_FAT";"GO:0031975~envelope";125;8,32223701731025;0,00121072240259645;1,87719828137729;1201;1154;14527;1,31019860688017;"b"
"76";"GOTERM_CC_FAT";"GO:0031988~membrane-bounded vesicle";343;22,8362183754993;0,00148334780537739;2,29532292726951;1201;3611;14527;1,1489458498422;"b"
"77";"GOTERM_CC_FAT";"GO:0032797~SMN complex";6;0,399467376830892;0,00279481806043269;4,28351461847079;1201;13;14527;5,58265547940819;"b"
"78";"GOTERM_CC_FAT";"GO:0043230~extracellular organelle";278;18,508655126498;0,000667487334674249;1,03904174469109;1201;2826;14527;1,18988658307273;"b"
"79";"GOTERM_CC_FAT";"GO:0044429~mitochondrial part";108;7,19041278295606;0,00217571355038691;3,3497178514979;1201;990;14527;1,3195367496783;"b"
"80";"GOTERM_CC_FAT";"GO:0044452~nucleolar part";16;1,06524633821571;0,000174297747163403;0,27230067795958;1201;64;14527;3,02393838467943;"b"
"81";"GOTERM_CC_FAT";"GO:0070062~extracellular exosome";275;18,3089214380826;0,000976915608800826;1,51727600236251;1201;2811;14527;1,18332700930181;"b"
"82";"GOTERM_CC_FAT";"GO:1903561~extracellular vesicle";278;18,508655126498;0,000629387406867425;0,980006642551223;1201;2825;14527;1,1903077818632;"b"
"83";"GOTERM_CC_FAT";"GO:1990904~ribonucleoprotein complex";104;6,92410119840213;1,53686837789262e-06;0,00240404643148118;1201;787;14527;1,59842232277846;"b"
"84";"GOTERM_CC_FAT";"GO:0000139~Golgi membrane";59;5,97165991902834;0,00159009366630175;2,42505279939512;813;699;14527;1,50820448118644;"c"
"85";"GOTERM_CC_FAT";"GO:0000775~chromosome, centromeric region";25;2,53036437246964;0,000142308207577519;0,219309326804529;813;189;14527;2,36354347670461;"c"
"86";"GOTERM_CC_FAT";"GO:0000776~kinetochore";20;2,02429149797571;0,000133879021508757;0,206331759970391;813;132;14527;2,70733161877073;"c"
"87";"GOTERM_CC_FAT";"GO:0000777~condensed chromosome kinetochore";16;1,61943319838057;0,000582570051513203;0,894946268417629;813;103;14527;2,77567202856495;"c"
"88";"GOTERM_CC_FAT";"GO:0000779~condensed chromosome, centromeric region";17;1,72064777327935;0,00048220304426717;0,741298096271592;813;112;14527;2,71216613951854;"c"
"89";"GOTERM_CC_FAT";"GO:0000793~condensed chromosome";24;2,42914979757085;0,00156630540442027;2,3891821114428;813;210;14527;2,04210156387278;"c"
"90";"GOTERM_CC_FAT";"GO:0000922~spindle pole";19;1,92307692307692;0,000431782045847681;0,664026399589157;813;133;14527;2,55262695484098;"c"
"91";"GOTERM_CC_FAT";"GO:0005654~nucleoplasm";235;23,7854251012146;6,94902422220162e-09;1,07200476162639e-05;813;2996;14527;1,40155919249446;"c"
"92";"GOTERM_CC_FAT";"GO:0005681~spliceosomal complex";24;2,42914979757085;0,000162797822310934;0,250848537434523;813;179;14527;2,3957616112474;"c"
"93";"GOTERM_CC_FAT";"GO:0005694~chromosome";78;7,89473684210526;0,000387676045530302;0,59638650283278;813;937;14527;1,48744324156155;"c"
"94";"GOTERM_CC_FAT";"GO:0005813~centrosome";62;6,2753036437247;4,7062365420245e-09;7,26016755603354e-06;813;496;14527;2,23354858548585;"c"
"95";"GOTERM_CC_FAT";"GO:0005814~centriole";17;1,72064777327935;0,000533267658612142;0,819498858206669;813;113;14527;2,68816466925731;"c"
"96";"GOTERM_CC_FAT";"GO:0005815~microtubule organizing center";73;7,38866396761134;1,40147374163725e-08;2,16201065161847e-05;813;647;14527;2,01606240173685;"c"
"97";"GOTERM_CC_FAT";"GO:0005819~spindle";39;3,94736842105263;2,48909155647737e-06;0,00383977682767433;813;303;14527;2,29989161277751;"c"
"98";"GOTERM_CC_FAT";"GO:0005829~cytosol";262;26,5182186234818;3,0048622137876e-09;4,63550940965618e-06;813;3399;14527;1,37732210508336;"c"
"99";"GOTERM_CC_FAT";"GO:0005913~cell-cell adherens junction";33;3,34008097165992;0,00188136547285943;2,86326766760606;813;332;14527;1,77607477882008;"c"
"100";"GOTERM_CC_FAT";"GO:0015630~microtubule cytoskeleton";103;10,4251012145749;1,96787734899711e-07;0,000303578016980222;813;1100;14527;1,67313094040031;"c"
"101";"GOTERM_CC_FAT";"GO:0016604~nuclear body";37;3,74493927125506;0,000486863151212544;0,748437011862446;813;359;14527;1,8415888058602;"c"
"102";"GOTERM_CC_FAT";"GO:0016607~nuclear speck";24;2,42914979757085;0,00086687534386075;1,3289723107228;813;201;14527;2,13353894732977;"c"
"103";"GOTERM_CC_FAT";"GO:0030117~membrane coat";14;1,417004048583;0,00193785023079526;2,94803494447113;813;93;14527;2,68986496316576;"c"
"104";"GOTERM_CC_FAT";"GO:0030118~clathrin coat";10;1,01214574898785;0,00119320939780804;1,82496890074336;813;48;14527;3,72258097580976;"c"
"105";"GOTERM_CC_FAT";"GO:0030131~clathrin adaptor complex";8;0,809716599190283;0,000877689784223067;1,34544670083209;813;29;14527;4,92921067141706;"c"
"106";"GOTERM_CC_FAT";"GO:0030496~midbody";22;2,22672064777328;1,46917417844834e-05;0,0226621010487205;813;133;14527;2,95567331613166;"c"
"107";"GOTERM_CC_FAT";"GO:0030529~intracellular ribonucleoprotein complex";69;6,98380566801619;0,000202637626330274;0,312146381194567;813;786;14527;1,56859900660075;"c"
"108";"GOTERM_CC_FAT";"GO:0044427~chromosomal part";68;6,88259109311741;0,00132937987757929;2,03124475559943;813;827;14527;1,46922663906204;"c"
"109";"GOTERM_CC_FAT";"GO:0044431~Golgi apparatus part";73;7,38866396761134;0,00168267605802915;2,56454190058646;813;910;14527;1,43339821310301;"c"
"110";"GOTERM_CC_FAT";"GO:0044450~microtubule organizing center part";24;2,42914979757085;2,05741349941778e-05;0,0317343818150961;813;157;14527;2,73147342938398;"c"
"111";"GOTERM_CC_FAT";"GO:0044451~nucleoplasm part";67;6,78137651821862;0,000111407699179897;0,171727220055273;813;741;14527;1,61563028585751;"c"
"112";"GOTERM_CC_FAT";"GO:0045252~oxoglutarate dehydrogenase complex";4;0,404858299595142;0,00306349991332455;4,62295154947268;813;6;14527;11,9122591225912;"c"
"113";"GOTERM_CC_FAT";"GO:0048475~coated membrane";14;1,417004048583;0,00193785023079526;2,94803494447113;813;93;14527;2,68986496316576;"c"
"114";"GOTERM_CC_FAT";"GO:0071013~catalytic step 2 spliceosome";18;1,82186234817814;1,15676440114425e-05;0,0178435633296004;813;92;14527;3,49598909032569;"c"
"115";"GOTERM_CC_FAT";"GO:0098687~chromosomal region";37;3,74493927125506;0,000242933007187539;0,374109344293705;813;346;14527;1,91078144885495;"c"
"116";"GOTERM_CC_FAT";"GO:1990204~oxidoreductase complex";16;1,61943319838057;0,000964459860517391;1,47753651282504;813;108;14527;2,64716869390916;"c"
"117";"GOTERM_CC_FAT";"GO:1990904~ribonucleoprotein complex";69;6,98380566801619;0,000206884231149346;0,318678163624886;813;787;14527;1,56660586936238;"c"
"118";"GOTERM_CC_FAT";"GO:0005739~mitochondrion";53;16,4596273291925;5,04965952857008e-05;0,0732104014922963;258;1700;14527;1,75542863657091;"d"
"119";"GOTERM_CC_FAT";"GO:0044429~mitochondrial part";31;9,62732919254658;0,00271459975600463;3,86564634885838;258;990;14527;1,76312348289093;"d"
