"";"REFSEQ_MRNA";"logFC"
"ILMN_2276002";"NM_003915";NA
"ILMN_3240389";"NM_000097";NA
"ILMN_1762316";"NM_017871";NA
"ILMN_2357260";"NM_001081559";NA
"ILMN_1687589";"NM_001876";NA
"ILMN_1710052";"NM_001031847";NA
"ILMN_1696316";"NM_001031847";NA
"ILMN_2400759";"NM_031311";NA
"ILMN_1682928";"NM_019029";NA
"ILMN_2405680";"NM_174881";NA
"ILMN_1723092";"NM_139161";NA
"ILMN_1668582";"NM_016302";NA
"ILMN_2225735";"NM_016302";NA
"ILMN_2381537";"NM_014478";NA
"ILMN_2334243";"NM_004379";NA
"ILMN_1703072";"NM_006368";NA
"ILMN_1814313";"NM_004381";NA
"ILMN_1660223";"NM_001310";NA
"ILMN_1680624";"NM_003851";NA
"ILMN_1739956";"XM_942919";NA
"ILMN_1657771";"NM_181715";NA
"ILMN_1719290";"NM_145311";NA
"ILMN_1721204";"XM_942501";NA
"ILMN_2376458";"NM_172249";NA
"ILMN_1746945";"NM_033225";NA
"ILMN_1785988";"NM_001025105";NA
"ILMN_1720708";"NM_001893";NA
"ILMN_2386354";"NM_001895";NA
"ILMN_2187533";"NM_030809";NA
"ILMN_3249110";"NM_030809";NA
"ILMN_1811921";"NM_004078";NA
"ILMN_1777168";"NM_177926";NA
"ILMN_1690386";"NM_020536";NA
"ILMN_1800354";"NM_000099";NA
"ILMN_3250209";"NM_001329";NA
"ILMN_2144573";"NM_004388";NA
"ILMN_1786015";"NM_006565";NA
"ILMN_2115125";"NM_001901";NA
"ILMN_2305116";"NM_153742";NA
"ILMN_1696806";"NM_001085458";NA
"ILMN_1792885";"NM_001814";NA
"ILMN_2242463";"NM_001814";NA
"ILMN_1696347";"NM_001814";NA
"ILMN_1744912";"NM_005231";NA
"ILMN_1798838";"NM_005231";NA
"ILMN_1719517";"NM_018704";NA
"ILMN_1676406";"NM_001012762";NA
"ILMN_1651886";"NM_018294";NA
"ILMN_1662524";"NM_000634";NA
"ILMN_1772943";"NM_198279";NA
"ILMN_1759092";"NM_178124";NA
"ILMN_1738718";"NM_007022";NA
"ILMN_2312194";"NM_001914";NA
"ILMN_3246010";"NM_001031672";NA
"ILMN_2061419";"NR_001561";NA
"ILMN_1775508";"NM_015247";NA
"ILMN_1693338";"NM_000104";NA
"ILMN_1740418";"NM_000785";NA
"ILMN_1758731";"NM_000775";NA
"ILMN_1790008";"NM_183075";NA
"ILMN_1779185";"NM_015330";NA
"ILMN_3246962";"NM_015330";NA
"ILMN_1783707";"NM_001033554";NA
"ILMN_1764228";"NM_001343";NA
"ILMN_2128428";"NM_001343";NA
"ILMN_1715703";"NM_001009996";NA
"ILMN_2112493";"NM_004394";NA
"ILMN_1781680";"NM_033657";NA
"ILMN_1708340";"NM_004938";NA
"ILMN_2097410";"NM_014395";NA
"ILMN_1676191";"NM_018122";NA
"ILMN_1708077";"NM_001350";NA
"ILMN_1718988";"NM_014764";NA
"ILMN_1887403";"NM_001918";NA
"ILMN_1753440";"NM_017741";NA
"ILMN_1670000";"NM_001017977";NA
"ILMN_2392080";"NM_001017977";NA
"ILMN_1731616";"NM_004734";NA
"ILMN_3246264";"NM_033403";NA
"ILMN_1655382";"NM_022836";NA
"ILMN_2321931";"NM_022487";NA
"ILMN_2415011";"NM_001921";NA
"ILMN_3242459";"NM_024096";NA
"ILMN_1763129";"NM_024096";NA
"ILMN_1692706";"NM_001014283";NA
"ILMN_1770787";"NM_013974";NA
"ILMN_1757237";"NM_003887";NA
"ILMN_2179063";"NM_015214";NA
"ILMN_3240962";"NM_023935";NA
"ILMN_1797828";"NM_023935";NA
"ILMN_2345908";"NM_030653";NA
"ILMN_1675124";"NM_006386";NA
"ILMN_2197101";"NM_018332";NA
"ILMN_1727051";"NM_018332";NA
"ILMN_1707123";"NM_001014451";NA
"ILMN_2330584";"NM_001014449";NA
"ILMN_2381841";"NM_001014451";NA
"ILMN_1728069";"NM_001015047";NA
"ILMN_1737344";"NM_016222";NA
"ILMN_1762225";"NM_019070";NA
"ILMN_2215382";"NM_175066";NA
"ILMN_1679405";"NM_019082";NA
"ILMN_1768031";"NM_133328";NA
"ILMN_2117569";"NM_022774";NA
"ILMN_3242008";"NM_022774";NA
"ILMN_1727315";"NM_024820";NA
"ILMN_1728073";"NM_020946";NA
"ILMN_2106573";"NM_198459";NA
"ILMN_3251436";"NM_017925";NA
"ILMN_3245413";"NM_015213";NA
"ILMN_2168952";"NM_003677";NA
"ILMN_2383163";"NM_001077242";NA
"ILMN_1718152";"NM_139160";NA
"ILMN_1761969";"NM_016041";NA
"ILMN_1661653";"NM_017996";NA
"ILMN_1738866";"NM_014015";NA
"ILMN_2385220";"NM_004401";NA
"ILMN_1717434";"NM_015404";NA
"ILMN_1719232";"NM_022719";NA
"ILMN_1694223";"NM_022720";NA
"ILMN_1743432";"NM_080918";NA
"ILMN_2242403";"NM_080916";NA
"ILMN_2165867";"NM_001360";NA
"ILMN_1815626";"NM_001360";NA
"ILMN_1762426";"NM_176815";NA
"ILMN_1725726";"NM_182908";NA
"ILMN_2384857";"NM_182908";NA
"ILMN_1752478";"NM_004753";NA
"ILMN_1716922";"NM_003587";NA
"ILMN_2403555";"NM_014966";NA
"ILMN_1713688";"NM_018180";NA
"ILMN_1805742";"NM_032656";NA
"ILMN_2332990";"NM_019887";NA
"ILMN_1665335";"NM_138930";NA
"ILMN_1661554";"NM_005219";NA
"ILMN_2321416";"NM_005219";NA
"ILMN_1744046";"NM_006729";NA
"ILMN_1778662";"NM_206890";NA
"ILMN_1795822";"NM_133375";NA
"ILMN_1652533";"NM_001029950";NA
"ILMN_1802518";"NM_207323";NA
"ILMN_1811515";"NM_021120";NA
"ILMN_2388445";"NM_001038493";NA
"ILMN_2162367";"NM_007068";NA
"ILMN_2285404";"NM_033317";NA
"ILMN_2391264";"NM_033317";NA
"ILMN_1699491";"NM_032110";NA
"ILMN_2222317";"NM_007034";NA
"ILMN_1803073";"NM_021800";NA
"ILMN_1725773";"NM_201262";NA
"ILMN_1703573";"NM_018163";NA
"ILMN_1711089";"NM_194283";NA
"ILMN_1795227";"NM_003746";NA
"ILMN_1691117";"NM_052951";NA
"ILMN_1765860";"NM_144658";NA
"ILMN_1801226";"NM_020812";NA
"ILMN_1784977";"NM_031304";NA
"ILMN_1758629";"NM_017613";NA
"ILMN_1739156";"NM_015018";NA
"ILMN_1693559";"NM_032482";NA
"ILMN_1692760";"NM_001382";NA
"ILMN_1732049";"NM_003863";NA
"ILMN_1804618";"NM_152690";NA
"ILMN_1747412";"NM_005700";NA
"ILMN_1673069";"NM_139159";NA
"ILMN_2131882";"NM_032574";NA
"ILMN_2131880";"NM_032574";NA
"ILMN_1655468";"NM_001944";NA
"ILMN_1659749";"NM_001008844";NA
"ILMN_1655614";"NM_001008844";NA
"ILMN_1677032";"NM_004415";NA
"ILMN_2380698";"NM_006870";NA
"ILMN_1794294";"NM_001011546";NA
"ILMN_3257566";"NM_199462";NA
"ILMN_1774432";"NM_080820";NA
"ILMN_1779711";"NM_016448";NA
"ILMN_2054554";"NM_173666";NA
"ILMN_2275098";"NM_020892";NA
"ILMN_1784380";"NM_138287";NA
"ILMN_2133638";"NM_015343";NA
"ILMN_1653342";"NM_022156";NA
"ILMN_1811650";"NM_017803";NA
"ILMN_1781285";"NM_004417";NA
"ILMN_2401873";"NM_144729";NA
"ILMN_2401878";"NM_144729";NA
"ILMN_2046024";"NM_003584";NA
"ILMN_1722492";"NM_080876";NA
"ILMN_1712959";"NM_004418";NA
"ILMN_1797522";"NM_004090";NA
"ILMN_1743204";"NM_004420";NA
"ILMN_1732688";"NM_001025248";NA
"ILMN_2117809";"NR_002220";NA
"ILMN_2300186";"NM_001037494";NA
"ILMN_1766762";"NM_014183";NA
"ILMN_1660663";"NM_130437";NA
"ILMN_1664560";"NM_130438";NA
"ILMN_2374249";"NM_003583";NA
"ILMN_1794588";"NM_003583";NA
"ILMN_2400326";"NM_003582";NA
"ILMN_2400322";"NM_003582";NA
"ILMN_1681269";"NM_003845";NA
"ILMN_1761828";"NM_001950";NA
"ILMN_3243744";"NM_018453";NA
"ILMN_1758750";"NR_003501";NA
"ILMN_2329735";"NM_022664";NA
"ILMN_2246894";"NM_003792";NA
"ILMN_1726169";"NM_003792";NA
"ILMN_1653504";"NM_001400";NA
"ILMN_1343291";"NM_001402";NA
"ILMN_1810810";"NM_001402";NA
"ILMN_2318725";"NM_001037663";NA
"ILMN_1701930";"NM_001959";NA
"ILMN_1694587";"NM_001959";NA
"ILMN_1675541";"NM_021121";NA
"ILMN_1755051";"NM_018100";NA
"ILMN_1738819";"NM_004247";NA
"ILMN_2057479";"NM_015507";NA
"ILMN_1759487";"NM_182801";NA
"ILMN_1798975";"NM_005228";NA
"ILMN_1696521";"NM_201282";NA
"ILMN_1749892";"NM_022051";NA
"ILMN_2354391";"NM_080732";NA
"ILMN_3247013";"NR_004428";NA
"ILMN_1651832";"NM_006795";NA
"ILMN_1720083";"NM_139265";NA
"ILMN_1708130";"NM_012153";NA
"ILMN_1701507";"NM_001966";NA
"ILMN_1669394";"NM_001007277";NA
"ILMN_1775269";"NM_014335";NA
"ILMN_2051900";"NM_152361";NA
"ILMN_1803846";"NM_005801";NA
"ILMN_1755114";"NM_001013703";NA
"ILMN_1753716";"NM_001414";NA
"ILMN_1688534";"NM_003907";NA
"ILMN_1761049";"NM_177422";NA
"ILMN_1798014";"NM_003908";NA
"ILMN_2278729";"NM_001037283";NA
"ILMN_2330410";"NM_001037808";NA
"ILMN_3238570";"NM_001099661";NA
"ILMN_1739847";"NM_003753";NA
"ILMN_1671291";"NM_003757";NA
"ILMN_1685722";"NM_001967";NA
"ILMN_1767324";"NM_004095";NA
"ILMN_2197225";"NM_003732";NA
"ILMN_2370772";"NM_198244";NA
"ILMN_1776021";"NM_031992";NA
"ILMN_1718044";"NM_018127";NA
"ILMN_1664010";"NM_172373";NA
"ILMN_1658685";"NM_052906";NA
"ILMN_1654289";"NM_005229";NA
"ILMN_1740231";"NM_130442";NA
"ILMN_1723185";"NM_032377";NA
"ILMN_1737965";"NM_022726";NA
"ILMN_2174369";"NM_021814";NA
"ILMN_1750102";"NM_152463";NA
"ILMN_1697268";"NM_032048";NA
"ILMN_1729455";"NM_004434";NA
"ILMN_1699022";"NM_015036";NA
"ILMN_1765796";"NM_001975";NA
"ILMN_2087941";"NM_001248";NA
"ILMN_1745849";"NM_001249";NA
"ILMN_1664265";"NM_005232";NA
"ILMN_1672022";"NM_004438";NA
"ILMN_1719468";"NM_005670";NA
"ILMN_1682658";"NM_014805";NA
"ILMN_1781281";"NM_015681";NA
"ILMN_2148012";"NR_002219";NA
"ILMN_1708369";"NM_021235";NA
"ILMN_1651699";"NM_004447";NA
"ILMN_2336220";"NM_001040458";NA
"ILMN_1737993";"NM_001005915";NA
"ILMN_2277676";"NM_001983";NA
"ILMN_1740216";"NM_000122";NA
"ILMN_1664068";"NM_001031711";NA
"ILMN_2359456";"NM_198398";NA
"ILMN_3234735";"NM_001142725";NA
"ILMN_1730731";"NM_006459";NA
"ILMN_2378664";"NM_001003791";NA
"ILMN_1751425";"NM_024896";NA
"ILMN_1668092";"NM_138961";NA
"ILMN_1720285";"NM_001984";NA
"ILMN_1669818";"NM_001984";NA
"ILMN_1742145";"NM_012291";NA
"ILMN_1678535";"NM_000125";NA
"ILMN_1687538";"NM_005238";NA
"ILMN_1789596";"NM_001987";NA
"ILMN_1803367";"NM_005241";NA
"ILMN_1746314";"NM_005665";NA
"ILMN_1727288";"NM_001988";NA
"ILMN_2413251";"NM_013986";NA
"ILMN_2065783";"NM_018303";NA
"ILMN_1731180";"NM_018303";NA
"ILMN_1677483";"XM_001131367";NA
"ILMN_1670218";"NM_058219";NA
"ILMN_1712066";"NM_015065";NA
"ILMN_1761259";"NM_000401";NA
"ILMN_3234936";"NM_198283";NA
"ILMN_1652913";"NM_004456";NA
"ILMN_2364529";"NM_152998";NA
"ILMN_3272378";"NM_003379";NA
"ILMN_1671766";"NM_000505";NA
"ILMN_2221507";"NM_001992";NA
"ILMN_1673113";"NM_005242";NA
"ILMN_1667016";"NM_007051";NA
"ILMN_1670472";"NM_014613";NA
"ILMN_1716679";"NM_018147";NA
"ILMN_1690101";"NM_001033030";NA
"ILMN_1775542";"NM_005449";NA
"ILMN_1786789";"NM_001010883";NA
"ILMN_1705848";"NM_138362";NA
"ILMN_3178529";"XM_001724669";NA
"ILMN_1788416";"NM_021214";NA
"ILMN_1743316";"NM_144671";NA
"ILMN_2090641";"NM_001077710";NA
"ILMN_1712431";"NM_138371";NA
"ILMN_2297069";"NM_014719";NA
"ILMN_1713178";"XM_001132771";NA
"ILMN_1809147";"NM_017911";NA
"ILMN_2049364";"NM_145280";NA
"ILMN_3238859";"NM_198841";NA
"ILMN_1723353";"NM_138333";NA
"ILMN_1733035";"NM_001085365";NA
"ILMN_1661755";"NM_022833";NA
"ILMN_2408576";"NM_001035534";NA
"ILMN_1666449";"NM_178126";NA
"ILMN_2401253";"NM_014883";NA
"ILMN_3245452";"NM_173348";NA
"ILMN_2205470";"NM_001079529";NA
"ILMN_1658160";"NM_014138";NA
"ILMN_1713402";"NM_001098794";NA
"ILMN_3182275";"NM_001135051";NA
"ILMN_1789558";"NM_016010";NA
"ILMN_2057981";"NM_016010";NA
"ILMN_2354269";"NM_001042430";NA
"ILMN_3241099";"NM_032042";NA
"ILMN_3237177";"NM_139076";NA
"ILMN_2394438";"NM_173607";NA
"ILMN_1795026";"NM_006589";NA
"ILMN_1730523";"NM_138418";NA
"ILMN_1777990";"XM_932744";NA
"ILMN_1659536";"NM_152644";NA
"ILMN_3237241";"NM_014077";NA
"ILMN_1808584";"NM_198076";NA
"ILMN_1713406";"NR_003659";NA
"ILMN_2161286";"NM_020704";NA
"ILMN_1740466";"NM_017633";NA
"ILMN_1770623";"NM_152274";NA
"ILMN_1707553";"NM_022751";NA
"ILMN_1689552";"NM_018379";NA
"ILMN_1728972";"NM_019013";NA
"ILMN_3243986";"NM_001100910";NA
"ILMN_2123559";"NM_198549";NA
"ILMN_3237067";"NM_001098807";NA
"ILMN_3273268";"XR_041345";NA
"ILMN_2239774";"NM_032899";NA
"ILMN_1670158";"NM_207006";NA
"ILMN_1781943";"NM_030919";NA
"ILMN_1683231";"NM_138435";NA
"ILMN_1751328";"NM_198488";NA
"ILMN_3236135";"NR_024241";NA
"ILMN_3240754";"XM_372013";NA
"ILMN_1697056";"XR_016591";NA
"ILMN_1685856";"NM_145269";NA
"ILMN_1779813";"NM_016062";NA
"ILMN_1771870";"NM_174905";NA
"ILMN_2235137";"NM_001018115";NA
"ILMN_2202915";"NM_018099";NA
"ILMN_1765696";"NM_005687";NA
"ILMN_1780591";"XM_926199";NA
"ILMN_1719205";"NM_001436";NA
"ILMN_2353143";"NM_001024215";NA
"ILMN_1691249";"NM_001024216";NA
"ILMN_1670899";"NM_001999";NA
"ILMN_1728799";"NM_000507";NA
"ILMN_3245236";"NM_001105079";NA
"ILMN_1752559";"NM_022452";NA
"ILMN_3307782";"NM_024963";NA
"ILMN_1794187";"NM_012158";NA
"ILMN_1799389";"NM_012162";NA
"ILMN_2352216";"NM_024555";NA
"ILMN_2089616";"NM_012166";NA
"ILMN_1745887";"NM_015002";NA
"ILMN_1701869";"NM_147188";NA
"ILMN_1786469";"NM_012170";NA
"ILMN_1686697";"NM_205836";NA
"ILMN_1754811";"NM_030793";NA
"ILMN_1747119";"XM_934743";NA
"ILMN_1715963";"NM_001033024";NA
"ILMN_3251567";"NM_012164";NA
"ILMN_2342793";"NM_012174";NA
"ILMN_2279367";"NM_133279";NA
"ILMN_2189869";"NM_015962";NA
"ILMN_2189870";"NM_015962";NA
"ILMN_1660027";"NM_004001";NA
"ILMN_1815734";"NM_014824";NA
"ILMN_2198812";"NM_004109";NA
"ILMN_1744628";"NM_001031734";NA
"ILMN_1744239";"NM_015322";NA
"ILMN_2370976";"NM_013451";NA
"ILMN_2206722";"NR_001442";NA
"ILMN_1696585";"NM_017671";NA
"ILMN_2263054";"NM_022549";NA
"ILMN_1795865";"NM_021923";NA
"ILMN_2348367";"NM_001004358";NA
"ILMN_2272519";"NM_001042729";NA
"ILMN_1703558";"NM_004468";NA
"ILMN_1651776";"NM_013241";NA
"ILMN_2411139";"NM_198897";NA
"ILMN_3249343";"NM_001013690";NA
"ILMN_2391150";"NM_001042459";NA
"ILMN_1658351";"NM_016068";NA
"ILMN_2150294";"NM_017946";NA
"ILMN_1702237";"NM_054014";NA
"ILMN_1791052";"NM_022110";NA
"ILMN_1814998";"NM_001017421";NA
"ILMN_2357386";"NM_006731";NA
"ILMN_1655525";"NM_144606";NA
"ILMN_2134130";"NM_002016";NA
"ILMN_1737170";"NM_002018";NA
"ILMN_2072622";"NM_024534";NA
"ILMN_2347748";"NM_023008";NA
"ILMN_1754114";"XM_028217";NA
"ILMN_1716907";"NM_017727";NA
"ILMN_1778144";"NM_017842";NA
"ILMN_1684155";"NM_024588";NA
"ILMN_2144162";"NM_144610";NA
"ILMN_3260180";"XM_001720720";NA
"ILMN_1815114";"NM_207477";NA
"ILMN_1726041";"XM_933574";NA
"ILMN_1673270";"NM_001004355";NA
"ILMN_1794510";"XM_943640";NA
"ILMN_1776826";"XM_001127597";NA
"ILMN_3269655";"NR_024416";NA
"ILMN_1781225";"NM_153044";NA
"ILMN_3181480";"XM_001722366";NA
"ILMN_1769571";"XM_001134344";NA
"ILMN_1771320";"NM_001004322";NA
"ILMN_1668657";"NM_153689";NA
"ILMN_1778202";"XM_942096";NA
"ILMN_2230162";"NM_001039755";NA
"ILMN_3265237";"XR_040497";NA
"ILMN_2170643";"NM_001039770";NA
"ILMN_2194852";"NM_001039797";NA
"ILMN_3262439";"XM_001724559";NA
"ILMN_1664922";"NM_001457";NA
"ILMN_1769615";"NM_013231";NA
"ILMN_1661596";"NM_014053";NA
"ILMN_1782748";"NM_005892";NA
"ILMN_1754600";"NM_001024948";NA
"ILMN_1751607";"NM_006732";NA
"ILMN_1766650";"NM_004496";NA
"ILMN_2173524";"NM_207305";NA
"ILMN_1668651";"NM_004473";NA
"ILMN_2186925";"NM_004473";NA
"ILMN_2082244";"NM_001037165";NA
"ILMN_1844692";"NM_201559";NA
"ILMN_2250923";"NM_032682";NA
"ILMN_1794885";"NM_032892";NA
"ILMN_1727592";"NM_032892";NA
"ILMN_2330787";"NM_152330";NA
"ILMN_1769282";"NM_152330";NA
"ILMN_2214734";"NM_001013660";NA
"ILMN_1813490";"NM_024333";NA
"ILMN_1683146";"NM_002032";NA
"ILMN_1706013";"NR_002204";NA
"ILMN_2073235";"NR_002205";NA
"ILMN_3257030";"XR_016025";NA
"ILMN_3176403";"XR_041433";NA
"ILMN_2091846";"NR_002200";NA
"ILMN_2234016";"NR_002202";NA
"ILMN_1696911";"NR_002203";NA
"ILMN_2401826";"NM_012280";NA
"ILMN_1815933";"NM_013393";NA
"ILMN_1744914";"NM_032020";NA
"ILMN_1678862";"NM_173540";NA
"ILMN_2154052";"NM_002035";NA
"ILMN_1738699";"NM_004860";NA
"ILMN_1704286";"NM_144779";NA
"ILMN_1796537";"NM_001465";NA
"ILMN_1686555";"NM_153047";NA
"ILMN_2127477";"NM_138387";NA
"ILMN_1697559";"NM_000402";NA
"ILMN_1660718";"NM_005458";NA
"ILMN_2161007";"NM_144618";NA
"ILMN_1718977";"NM_015675";NA
"ILMN_3245682";"NM_001098411";NA
"ILMN_1659682";"NM_002044";NA
"ILMN_1671039";"NM_004482";NA
"ILMN_1733847";"NM_003857";NA
"ILMN_1739441";"NM_198334";NA
"ILMN_2038778";"NM_002046";NA
"ILMN_1671221";"NM_015635";NA
"ILMN_2370535";"NM_006478";NA
"ILMN_1809034";"NM_176818";NA
"ILMN_2121568";"NM_198460";NA
"ILMN_1682206";"NM_024523";NA
"ILMN_2296843";"NM_000159";NA
"ILMN_2388254";"NM_001008756";NA
"ILMN_1788802";"NM_000161";NA
"ILMN_1666545";"NM_001097635";NA
"ILMN_1745132";"NM_005811";NA
"ILMN_2106265";"NM_182569";NA
"ILMN_1770206";"NM_015721";NA
"ILMN_1686668";"NM_170681";NA
"ILMN_1744006";"NM_030819";NA
"ILMN_2101526";"NM_024051";NA
"ILMN_2195914";"NM_003878";NA
"ILMN_1746378";"NM_032484";NA
"ILMN_1775814";"NM_000163";NA
"ILMN_1697751";"NM_021067";NA
"ILMN_2355776";"NM_014776";NA
"ILMN_2368575";"NM_001014999";NA
"ILMN_1876266";"NM_021954";NA
"ILMN_1769388";"NM_004004";NA
"ILMN_1735365";"NM_005268";NA
"ILMN_2397484";"NM_005497";NA
"ILMN_1723048";"NM_020435";NA
"ILMN_1714349";"NM_015554";NA
"ILMN_1796165";"NM_016417";NA
"ILMN_1653496";"NM_001033056";NA
"ILMN_1670532";"NM_178439";NA
"ILMN_2194627";"NM_178439";NA
"ILMN_1727761";"NM_024482";NA
"ILMN_1805693";"NM_016573";NA
"ILMN_1804476";"NM_205847";NA
"ILMN_1773645";"NM_021971";NA
"ILMN_1754788";"NM_016576";NA
"ILMN_1802397";"NM_002067";NA
"ILMN_2216157";"NM_007353";NA
"ILMN_1758906";"NM_006572";NA
"ILMN_2176037";"NM_006572";NA
"ILMN_1773963";"NM_002068";NA
"ILMN_1736500";"NM_006098";NA
"ILMN_1729417";"NM_005476";NA
"ILMN_1804357";"NM_001098721";NA
"ILMN_1701854";"NM_005274";NA
"ILMN_3251251";"NM_019067";NA
"ILMN_1699859";"NM_014236";NA
"ILMN_1691567";"NM_138335";NA
"ILMN_1736757";"NM_024312";NA
"ILMN_1745991";"NM_000825";NA
"ILMN_2137208";"NM_198447";NA
"ILMN_1748018";"NM_015530";NA
"ILMN_1798816";"NM_004871";NA
"ILMN_2401033";"NM_001007024";NA
"ILMN_1807072";"NM_001012511";NA
"ILMN_1656145";"NM_002079";NA
"ILMN_1753575";"NM_000173";NA
"ILMN_1655625";"NM_018025";NA
"ILMN_1764617";"NM_001002909";NA
"ILMN_2076250";"NM_021639";NA
"ILMN_1651642";"NM_152742";NA
"ILMN_2173451";"NM_000175";NA
"ILMN_1684197";"NM_015698";NA
"ILMN_1772719";"NM_007266";NA
"ILMN_2205245";"NM_018066";NA
"ILMN_1787932";"NM_025048";NA
"ILMN_1666902";"NM_153837";NA
"ILMN_1785345";"NM_020370";NA
"ILMN_1787627";"NM_001099411";NA
"ILMN_1653263";"NM_052899";NA
"ILMN_2309228";"NM_004127";NA
"ILMN_1684158";"NM_133443";NA
"ILMN_1749662";"NM_201397";NA
"ILMN_2133205";"NM_002083";NA
"ILMN_1748797";"NM_002086";NA
"ILMN_1740762";"NM_005310";NA
"ILMN_1782141";"NM_021180";NA
"ILMN_1809511";"NM_001018102";NA
"ILMN_1719857";"NM_020137";NA
"ILMN_2235745";"NM_207672";NA
"ILMN_1681802";"NM_002082";NA
"ILMN_2115974";"NM_178171";NA
"ILMN_2260756";"NM_018530";NA
"ILMN_1775182";"NM_000637";NA
"ILMN_1808196";"NM_004832";NA
"ILMN_1789418";"NM_000854";NA
"ILMN_2246548";"NR_003082";NA
"ILMN_1684168";"NM_145871";NA
"ILMN_1726693";"NM_005316";NA
"ILMN_2350240";"NM_032999";NA
"ILMN_1658464";"NM_002097";NA
"ILMN_1777156";"NM_133644";NA
"ILMN_1776080";"NM_012227";NA
"ILMN_1771039";"NM_016426";NA
"ILMN_1757467";"NM_005318";NA
"ILMN_1706784";"NM_138635";NA
"ILMN_2200331";"NM_002105";NA
"ILMN_1746171";"NM_138609";NA
"ILMN_2373495";"NM_004893";NA
"ILMN_1656082";"NM_002107";NA
"ILMN_1792384";"NM_014282";NA
"ILMN_2107991";"NM_014282";NA
"ILMN_1723414";"NM_012260";NA
"ILMN_1793201";"NM_032304";NA
"ILMN_1654319";"NM_178232";NA
"ILMN_1763523";"NM_002109";NA
"ILMN_1668760";"NM_005329";NA
"ILMN_1693905";"NM_003642";NA
"ILMN_2398903";"NM_006118";NA
"ILMN_1685415";"NM_012257";NA
"ILMN_2128923";"NM_005333";NA
"ILMN_1674297";"NM_013320";NA
"ILMN_2091123";"NR_001318";NA
"ILMN_1684690";"NM_024827";NA
"ILMN_3266186";"NM_001098416";NA
"ILMN_1753745";"NM_016063";NA
"ILMN_1781638";"NM_198527";NA
"ILMN_1681927";"NM_001001520";NA
"ILMN_1791106";"NM_022070";NA
"ILMN_1755077";"NM_014320";NA
"ILMN_1770667";"NM_016217";NA
"ILMN_1786211";"NM_003922";NA
"ILMN_1654170";"NR_002824";NA
"ILMN_1785158";"NM_022373";NA
"ILMN_1682034";"NM_012259";NA
"ILMN_3235410";"NR_002894";NA
"ILMN_1656977";"NM_198047";NA
"ILMN_1807710";"NM_005340";NA
"ILMN_3251662";"NM_138571";NA
"ILMN_2396148";"NM_003959";NA
"ILMN_1692831";"NM_005325";NA
"ILMN_1792689";"NM_003512";NA
"ILMN_1756849";"NM_021052";NA
"ILMN_1663453";"NM_003509";NA
"ILMN_1758623";"NM_138720";NA
"ILMN_1687947";"NM_003523";NA
"ILMN_1688666";"NM_003524";NA
"ILMN_1813314";"NM_080593";NA
"ILMN_1721127";"NM_003530";NA
"ILMN_3235949";"NM_003532";NA
"ILMN_1726815";"NM_003534";NA
"ILMN_2075334";"NM_003542";NA
"ILMN_1681542";"NM_003545";NA
"ILMN_2224990";"NM_021968";NA
"ILMN_2144426";"NM_003516";NA
"ILMN_1747589";"NM_175065";NA
"ILMN_3238233";"NM_001034077";NA
"ILMN_1761829";"NM_000188";NA
"ILMN_1675150";"NM_181786";NA
"ILMN_1671054";"NM_002116";NA
"ILMN_1752592";"NM_021983";NA
"ILMN_1798588";"NM_003071";NA
"ILMN_1673820";"NM_139048";NA
"ILMN_1766269";"NM_178582";NA
"ILMN_1807833";"NM_178580";NA
"ILMN_1720059";"NM_024567";NA
"ILMN_1685954";"NM_000190";NA
"ILMN_1726306";"NM_000190";NA
"ILMN_1678290";"NM_018200";NA
"ILMN_1652123";"NM_004965";NA
"ILMN_3251232";"NM_005517";NA
"ILMN_2058141";"NM_005517";NA
"ILMN_1731984";"NM_138730";NA
"ILMN_1700518";"NM_006353";NA
"ILMN_2300636";"NM_014250";NA
"ILMN_3257884";"NM_005487";NA
"ILMN_3181420";"NM_005487";NA
"ILMN_3242763";"NM_001123366";NA
"ILMN_1815882";"NM_031157";NA
"ILMN_1736894";"NM_001011724";NA
"ILMN_2387742";"NM_001011724";NA
"ILMN_2321451";"NM_031369";NA
"ILMN_1668179";"NM_001098204";NA
"ILMN_2389582";"NM_001005335";NA
"ILMN_3192791";"NM_031203";NA
"ILMN_2370135";"NM_004501";NA
"ILMN_1743677";"NM_031844";NA
"ILMN_3257430";"NM_144732";NA
"ILMN_1690586";"XM_939887";NA
"ILMN_1695588";"NM_031314";NA
"ILMN_1712357";"NM_031263";NA
"ILMN_1745385";"NM_005968";NA
"ILMN_1677018";"NM_002141";NA
"ILMN_1739582";"NM_152739";NA
"ILMN_1654331";"NM_024015";NA
"ILMN_1667831";"NM_018952";NA
"ILMN_1725899";"NM_017409";NA
"ILMN_1718898";"NM_006897";NA
"ILMN_1764850";"NM_134421";NA
"ILMN_1741483";"NM_000195";NA
"ILMN_2267787";"NM_182639";NA
"ILMN_2411658";"NM_182637";NA
"ILMN_2092850";"NM_006665";NA
"ILMN_1773751";"NM_005343";NA
"ILMN_1809259";"NM_017878";NA
"ILMN_1667711";"NM_007069";NA
"ILMN_1809145";"NM_138632";NA
"ILMN_1851376";"BX114061";NA
"ILMN_1840316";"BC064139";NA
"ILMN_1839051";"AK123847";NA
"ILMN_1912366";"BX090918";NA
"ILMN_1904242";"AK025016";NA
"ILMN_1859160";"BX110173";NA
