"";"ID";"SYMBOL";"a0Mean";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"278";"ILMN_1811515";"DLG3";" 5.31";"0.861";"0.0427";"0.0534";"0.0431"
"279";"ILMN_2335319";"KCNG3";" 4.84";"0.861";"0.0505";"0.0464";"0.0424"
"280";"ILMN_1794863";"CAMK2N1";" 9.59";"0.861";"0.0431";"0.0463";"0.0501"
"281";"ILMN_1816157";"";" 4.95";"0.861";"0.0506";"0.0453";"0.0435"
"282";"ILMN_1770831";"LOC641978";" 4.95";"0.861";"0.0425";"0.0461";"0.0508"
"283";"ILMN_2229242";"LSM3";"11.20";"0.861";"0.0525";"0.0442";"0.0427"
"284";"ILMN_2288483";"C3orf34";"10.38";"0.861";"0.0466";"0.0462";"0.0468"
"285";"ILMN_1652123";"HMGN1";"11.00";"0.861";"0.0530";"0.0427";"0.0439"
"286";"ILMN_2400292";"MAPK9";" 8.61";"0.861";"0.0425";"0.0509";"0.0461"
"287";"ILMN_1783728";"TBRG4";" 9.60";"0.861";"0.0482";"0.0473";"0.0440"
"288";"ILMN_1665557";"USP15";" 6.07";"0.861";"0.0458";"0.0510";"0.0428"
"289";"ILMN_2235745";"GRIPAP1";" 9.45";"0.860";"0.0425";"0.0478";"0.0493"
"290";"ILMN_3213792";"LOC439953";"13.86";"0.860";"0.0431";"0.0450";"0.0516"
"291";"ILMN_3226618";"LOC729667";" 4.86";"0.860";"0.0433";"0.0511";"0.0452"
"292";"ILMN_2312386";"PAIP1";" 6.78";"0.860";"0.0445";"0.0494";"0.0458"
"293";"ILMN_1652929";"POGZ";" 5.14";"0.860";"0.0499";"0.0471";"0.0425"
"294";"ILMN_1734602";"SRRM2";"10.55";"0.860";"0.0464";"0.0425";"0.0507"
"295";"ILMN_1739253";"STAMBP";"10.11";"0.860";"0.0519";"0.0428";"0.0449"
"296";"ILMN_2343563";"ANAPC11";" 9.34";"0.860";"0.0475";"0.0430";"0.0491"
"297";"ILMN_1811264";"C15orf57";" 8.92";"0.860";"0.0533";"0.0439";"0.0424"
"298";"ILMN_1740903";"C7orf49";" 7.49";"0.860";"0.0444";"0.0524";"0.0430"
"299";"ILMN_1677032";"DSP";" 6.46";"0.860";"0.0535";"0.0425";"0.0437"
"300";"ILMN_1814808";"BFAR";" 8.35";"0.860";"0.0464";"0.0505";"0.0428"
"301";"ILMN_1655625";"GPATCH1";" 5.17";"0.860";"0.0425";"0.0425";"0.0549"
"302";"ILMN_1904980";"";" 7.82";"0.860";"0.0549";"0.0424";"0.0425"
"303";"ILMN_1682664";"LOC644809";" 5.41";"0.860";"0.0425";"0.0549";"0.0424"
"304";"ILMN_2290118";"MEGF9";" 7.14";"0.860";"0.0438";"0.0532";"0.0429"
"305";"ILMN_1755749";"PGK1";"11.59";"0.860";"0.0433";"0.0451";"0.0514"
"306";"ILMN_2290808";"RPL21";" 7.96";"0.860";"0.0503";"0.0424";"0.0471"
"307";"ILMN_1693905";"HAT1";" 7.98";"0.860";"0.0424";"0.0505";"0.0470"
"308";"ILMN_1654915";"LOC646786";" 8.44";"0.860";"0.0431";"0.0476";"0.0492"
"309";"ILMN_3247895";"LOC728188";" 7.97";"0.860";"0.0425";"0.0430";"0.0543"
"310";"ILMN_3307935";"ATP10A";" 5.80";"0.860";"0.0447";"0.0469";"0.0484"
"311";"ILMN_1771039";"GTSE1";" 7.89";"0.860";"0.0517";"0.0424";"0.0460"
"312";"ILMN_1663173";"LOC442582";" 5.07";"0.860";"0.0432";"0.0426";"0.0541"
"313";"ILMN_2116556";"LSM5";" 8.52";"0.860";"0.0425";"0.0548";"0.0427"
"314";"ILMN_1703435";"ZNF658";" 6.23";"0.860";"0.0467";"0.0500";"0.0433"
"315";"ILMN_1737344";"DDX41";" 7.90";"0.860";"0.0430";"0.0450";"0.0521"
"316";"ILMN_3293244";"LOC100131744";" 4.99";"0.860";"0.0430";"0.0503";"0.0468"
"317";"ILMN_3236215";"LOC100144603";" 5.12";"0.860";"0.0479";"0.0484";"0.0438"
"318";"ILMN_1654320";"LOC644250";" 9.53";"0.860";"0.0469";"0.0482";"0.0450"
"319";"ILMN_2331501";"UBC";"14.08";"0.860";"0.0466";"0.0440";"0.0495"
"320";"ILMN_2133205";"GPX2";"12.11";"0.860";"0.0520";"0.0458";"0.0424"
"321";"ILMN_3209117";"LOC644214";" 9.06";"0.860";"0.0449";"0.0491";"0.0462"
"322";"ILMN_3237645";"LRTOMT";" 5.77";"0.860";"0.0474";"0.0424";"0.0504"
"323";"ILMN_2278819";"PDE7A";" 5.69";"0.860";"0.0538";"0.0423";"0.0441"
"324";"ILMN_1696187";"PYGL";" 8.99";"0.860";"0.0488";"0.0489";"0.0425"
"325";"ILMN_1694027";"SESN3";" 8.16";"0.860";"0.0429";"0.0457";"0.0517"
"326";"ILMN_1768488";"TERF2";" 8.59";"0.860";"0.0506";"0.0465";"0.0431"
"327";"ILMN_1770623";"FAM58A";" 8.57";"0.860";"0.0441";"0.0452";"0.0511"
"328";"ILMN_2144162";"FLJ25006";" 5.62";"0.860";"0.0499";"0.0474";"0.0430"
"329";"ILMN_1756079";"WASF1";" 5.05";"0.860";"0.0494";"0.0481";"0.0428"
"330";"ILMN_1810680";"BOLA2";" 4.85";"0.860";"0.0431";"0.0545";"0.0428"
"331";"ILMN_2205470";"FAM153B";" 6.39";"0.860";"0.0474";"0.0434";"0.0495"
"332";"ILMN_3237404";"LOC100132585";" 9.71";"0.860";"0.0532";"0.0433";"0.0438"
"333";"ILMN_2210386";"TMEM17";"10.71";"0.860";"0.0482";"0.0497";"0.0424"
"334";"ILMN_3237396";"AAGAB";" 8.24";"0.860";"0.0501";"0.0424";"0.0480"
"335";"ILMN_3281309";"LOC100131850";" 5.26";"0.860";"0.0532";"0.0449";"0.0423"
"336";"ILMN_1773716";"MRPL9";" 8.06";"0.860";"0.0470";"0.0432";"0.0502"
"337";"ILMN_1654893";"SCAMP2";" 5.50";"0.860";"0.0508";"0.0431";"0.0465"
"338";"ILMN_2405991";"TRAF7";" 5.65";"0.860";"0.0435";"0.0473";"0.0497"
"339";"ILMN_1708369";"EPS15L1";" 5.44";"0.859";"0.0425";"0.0547";"0.0434"
"340";"ILMN_2207505";"LEP";" 7.85";"0.859";"0.0450";"0.0476";"0.0480"
"341";"ILMN_1737430";"LOC347364";" 4.89";"0.859";"0.0433";"0.0436";"0.0537"
"342";"ILMN_1765043";"RPL38";"13.26";"0.859";"0.0493";"0.0471";"0.0441"
"343";"ILMN_2110496";"C21orf91";" 6.08";"0.859";"0.0490";"0.0483";"0.0434"
"344";"ILMN_1689552";"FAM63A";" 8.08";"0.859";"0.0491";"0.0425";"0.0491"
"345";"ILMN_1816244";"";" 7.22";"0.859";"0.0522";"0.0456";"0.0429"
"346";"ILMN_1781373";"IFIH1";" 6.49";"0.859";"0.0428";"0.0468";"0.0511"
"347";"ILMN_1703233";"LOC653382";" 5.02";"0.859";"0.0559";"0.0423";"0.0425"
"348";"ILMN_1667132";"NANP";" 5.10";"0.859";"0.0517";"0.0449";"0.0441"
"349";"ILMN_2078547";"HSPC268";" 9.12";"0.859";"0.0442";"0.0539";"0.0428"
"350";"ILMN_1736555";"ZNF280D";" 6.44";"0.859";"0.0423";"0.0536";"0.0449"
"351";"ILMN_1783956";"ATP8B4";" 4.84";"0.859";"0.0439";"0.0448";"0.0523"
"352";"ILMN_1343291";"EEF1A1";"14.20";"0.859";"0.0424";"0.0463";"0.0522"
"353";"ILMN_1813100";"KIAA1244";" 6.13";"0.859";"0.0423";"0.0539";"0.0447"
"354";"ILMN_1659259";"PRPF6";" 5.48";"0.859";"0.0448";"0.0446";"0.0514"
"355";"ILMN_1720513";"SETBP1";" 7.08";"0.859";"0.0541";"0.0423";"0.0444"
"356";"ILMN_1784785";"COPS7B";" 8.48";"0.859";"0.0431";"0.0556";"0.0423"
"357";"ILMN_1874323";"";" 5.43";"0.859";"0.0539";"0.0423";"0.0447"
"358";"ILMN_1773819";"LOC648605";" 6.30";"0.859";"0.0511";"0.0427";"0.0472"
"359";"ILMN_2113535";"PCYOX1";" 7.25";"0.859";"0.0461";"0.0483";"0.0466"
"360";"ILMN_3241626";"QRFPR";" 9.66";"0.859";"0.0451";"0.0531";"0.0429"
"361";"ILMN_2370588";"TRIOBP";" 5.59";"0.859";"0.0463";"0.0457";"0.0491"
"362";"ILMN_2268026";"C15orf44";" 6.36";"0.859";"0.0507";"0.0430";"0.0473"
"363";"ILMN_3275590";"LOC647302";"10.85";"0.859";"0.0424";"0.0541";"0.0446"
"364";"ILMN_1718303";"PVRL2";" 6.45";"0.859";"0.0548";"0.0431";"0.0432"
"365";"ILMN_1799367";"TXNDC14";"10.97";"0.859";"0.0504";"0.0460";"0.0447"
"366";"ILMN_1684054";"ASAH1";" 5.19";"0.859";"0.0438";"0.0526";"0.0449"
"367";"ILMN_1731193";"BCL2L12";" 5.04";"0.859";"0.0513";"0.0475";"0.0424"
"368";"ILMN_2331658";"C3orf17";" 6.40";"0.859";"0.0432";"0.0555";"0.0425"
"369";"ILMN_3218292";"LOC202781";" 9.59";"0.859";"0.0429";"0.0467";"0.0516"
"370";"ILMN_1745242";"PLSCR1";" 7.49";"0.859";"0.0556";"0.0423";"0.0433"
"371";"ILMN_3244248";"TMEM14D";"10.48";"0.859";"0.0423";"0.0488";"0.0501"
"372";"ILMN_1813625";"TRIM25";" 8.24";"0.859";"0.0533";"0.0436";"0.0443"
"373";"ILMN_1766762";"DYNLRB1";" 5.75";"0.859";"0.0511";"0.0472";"0.0430"
"374";"ILMN_3235949";"HIST1H3E";" 5.55";"0.859";"0.0423";"0.0429";"0.0562"
"375";"ILMN_1765547";"IRF2";" 5.63";"0.859";"0.0423";"0.0496";"0.0493"
"376";"ILMN_2330495";"OCIAD1";"11.18";"0.859";"0.0439";"0.0489";"0.0485"
"377";"ILMN_1672795";"SH2D5";" 4.98";"0.859";"0.0486";"0.0423";"0.0503"
"378";"ILMN_3275033";"LOC646841";" 5.21";"0.859";"0.0423";"0.0424";"0.0568"
"379";"ILMN_1686401";"LOC728739";" 8.26";"0.859";"0.0472";"0.0440";"0.0502"
"380";"ILMN_2352881";"NR6A1";" 4.90";"0.859";"0.0425";"0.0472";"0.0516"
"381";"ILMN_2199022";"SAP30BP";" 7.16";"0.859";"0.0554";"0.0437";"0.0423"
"382";"ILMN_2394523";"TMEM231";" 6.00";"0.859";"0.0452";"0.0528";"0.0434"
"383";"ILMN_1742889";"WDR77";" 8.30";"0.859";"0.0446";"0.0423";"0.0546"
"384";"ILMN_1692332";"ALOX12B";" 5.15";"0.859";"0.0485";"0.0500";"0.0429"
"385";"ILMN_1745620";"KRCC1";" 8.56";"0.859";"0.0437";"0.0546";"0.0431"
"386";"ILMN_2061435";"MEG3";" 5.25";"0.859";"0.0476";"0.0516";"0.0423"
"387";"ILMN_1781966";"OSBP2";" 6.67";"0.859";"0.0482";"0.0505";"0.0429"
"388";"ILMN_1665280";"SPCS1";"11.03";"0.859";"0.0429";"0.0456";"0.0529"
"389";"ILMN_1751328";"FAM83H";" 9.26";"0.858";"0.0539";"0.0451";"0.0427"
"390";"ILMN_2387742";"HNRNPA1L2";" 6.44";"0.858";"0.0423";"0.0423";"0.0570"
"391";"ILMN_3265143";"LOC100129502";" 8.25";"0.858";"0.0534";"0.0459";"0.0423"
"392";"ILMN_1775473";"LOC400652";" 5.29";"0.858";"0.0504";"0.0481";"0.0431"
"393";"ILMN_2310253";"TARBP2";" 6.26";"0.858";"0.0440";"0.0553";"0.0423"
"394";"ILMN_1673804";"ZNF426";" 6.45";"0.858";"0.0568";"0.0425";"0.0423"
"395";"ILMN_1730995";"AFAP1L2";" 8.79";"0.858";"0.0428";"0.0477";"0.0513"
"396";"ILMN_2132458";"CLDN4";" 5.35";"0.858";"0.0567";"0.0426";"0.0424"
"397";"ILMN_1776826";"FLJ32810";" 5.23";"0.858";"0.0496";"0.0496";"0.0425"
"398";"ILMN_3232282";"LOC100130445";"11.68";"0.858";"0.0486";"0.0430";"0.0501"
"399";"ILMN_1689327";"LOC730534";"12.83";"0.858";"0.0429";"0.0526";"0.0463"
"400";"ILMN_1660935";"MGC5139";" 5.79";"0.858";"0.0448";"0.0506";"0.0462"
"401";"ILMN_1734827";"MKI67";" 6.28";"0.858";"0.0423";"0.0436";"0.0558"
"402";"ILMN_1801040";"SPN";" 5.54";"0.858";"0.0423";"0.0494";"0.0501"
"403";"ILMN_1748481";"TMEM199";" 7.52";"0.858";"0.0520";"0.0454";"0.0444"
"404";"ILMN_1695491";"WDYHV1";" 8.31";"0.858";"0.0469";"0.0438";"0.0510"
"405";"ILMN_1749809";"ZNF813";" 5.38";"0.858";"0.0446";"0.0525";"0.0446"
"406";"ILMN_1805131";"C17orf90";" 5.98";"0.858";"0.0569";"0.0426";"0.0423"
"407";"ILMN_1805668";"ZNF486";"11.90";"0.858";"0.0464";"0.0477";"0.0478"
"408";"ILMN_1738718";"CYB561D2";" 7.08";"0.858";"0.0442";"0.0539";"0.0440"
"409";"ILMN_1797929";"MICA";" 5.77";"0.858";"0.0516";"0.0470";"0.0435"
"410";"ILMN_2383611";"PTPRE";" 6.96";"0.858";"0.0439";"0.0452";"0.0529"
"411";"ILMN_1711089";"DNAJC21";" 5.65";"0.858";"0.0468";"0.0461";"0.0492"
"412";"ILMN_1816713";"";" 5.08";"0.858";"0.0447";"0.0492";"0.0482"
"413";"ILMN_1805742";"DHX37";" 4.93";"0.858";"0.0425";"0.0426";"0.0571"
"414";"ILMN_1651737";"LOC644689";" 6.22";"0.858";"0.0431";"0.0454";"0.0537"
"415";"ILMN_1705151";"SF3A3";"10.07";"0.858";"0.0456";"0.0512";"0.0454"
"416";"ILMN_2210729";"STYXL1";" 9.13";"0.858";"0.0534";"0.0458";"0.0430"
"417";"ILMN_1677446";"TMEM189-UBE2V1";" 6.25";"0.858";"0.0543";"0.0442";"0.0437"
"418";"ILMN_1765701";"LOC399942";" 8.27";"0.858";"0.0444";"0.0422";"0.0557"
"419";"ILMN_2089167";"RHOD";"10.11";"0.858";"0.0491";"0.0424";"0.0509"
"420";"ILMN_1657862";"AHCY";"12.13";"0.858";"0.0475";"0.0450";"0.0499"
"421";"ILMN_1748968";"ATG10";" 6.98";"0.858";"0.0438";"0.0437";"0.0549"
"422";"ILMN_1742145";"ESPL1";" 7.53";"0.858";"0.0524";"0.0449";"0.0451"
"423";"ILMN_2182482";"SHCBP1";"12.56";"0.858";"0.0500";"0.0480";"0.0443"
"424";"ILMN_2326282";"C19orf6";" 7.58";"0.858";"0.0445";"0.0536";"0.0444"
"425";"ILMN_3244060";"LOC285205";" 4.99";"0.858";"0.0442";"0.0522";"0.0461"
"426";"ILMN_1686392";"NBAS";" 6.47";"0.858";"0.0429";"0.0427";"0.0569"
"427";"ILMN_3187479";"LOC100129982";" 6.21";"0.857";"0.0481";"0.0422";"0.0522"
"428";"ILMN_2088410";"PSMG2";"10.50";"0.857";"0.0478";"0.0458";"0.0491"
"429";"ILMN_1732782";"SCN2A";" 5.10";"0.857";"0.0431";"0.0513";"0.0481"
"430";"ILMN_1745132";"GDF11";" 5.20";"0.857";"0.0510";"0.0461";"0.0456"
"431";"ILMN_3252446";"LOC100129543";" 5.41";"0.857";"0.0476";"0.0454";"0.0497"
"432";"ILMN_3281627";"LOC100132513";" 5.15";"0.857";"0.0431";"0.0442";"0.0554"
"433";"ILMN_1669057";"LOC642921";" 5.89";"0.857";"0.0422";"0.0501";"0.0504"
"434";"ILMN_1768751";"MTA3";" 8.64";"0.857";"0.0509";"0.0487";"0.0431"
"435";"ILMN_1750518";"THOC4";"10.23";"0.857";"0.0423";"0.0564";"0.0441"
"436";"ILMN_3283960";"LOC439950";" 5.06";"0.857";"0.0478";"0.0511";"0.0439"
"437";"ILMN_1718001";"PHKB";" 4.91";"0.857";"0.0441";"0.0489";"0.0498"
"438";"ILMN_2189424";"MRPL20";" 7.17";"0.857";"0.0493";"0.0501";"0.0435"
"439";"ILMN_1800843";"SCAMP4";" 5.43";"0.857";"0.0446";"0.0496";"0.0488"
"440";"ILMN_1685602";"TMEM41A";" 6.92";"0.857";"0.0548";"0.0443";"0.0438"
"441";"ILMN_1687840";"ABCB7";" 8.02";"0.857";"0.0529";"0.0461";"0.0440"
"442";"ILMN_1737965";"ELOVL4";" 7.69";"0.857";"0.0437";"0.0533";"0.0460"
"443";"ILMN_1809607";"PPIF";" 6.68";"0.857";"0.0422";"0.0422";"0.0586"
"444";"ILMN_2179063";"DDHD2";" 5.60";"0.857";"0.0496";"0.0513";"0.0422"
"445";"ILMN_2228538";"IRAK1BP1";" 5.13";"0.857";"0.0488";"0.0422";"0.0521"
"446";"ILMN_2406132";"LILRB3";"12.95";"0.857";"0.0489";"0.0424";"0.0518"
"447";"ILMN_1664610";"LOC402057";"13.84";"0.857";"0.0580";"0.0423";"0.0427"
"448";"ILMN_2141444";"RPL18A";"13.79";"0.857";"0.0528";"0.0479";"0.0423"
"449";"ILMN_1672661";"SP110";" 7.23";"0.857";"0.0466";"0.0541";"0.0424"
"450";"ILMN_2324002";"CALD1";" 7.45";"0.857";"0.0423";"0.0550";"0.0459"
"451";"ILMN_1807710";"HINT1";"13.02";"0.857";"0.0572";"0.0430";"0.0430"
"452";"ILMN_1760792";"KLHL7";" 7.53";"0.857";"0.0483";"0.0491";"0.0459"
"453";"ILMN_1787567";"TSC22D1";"10.60";"0.857";"0.0432";"0.0472";"0.0528"
"454";"ILMN_2301083";"UBE2C";"11.21";"0.857";"0.0430";"0.0560";"0.0443"
"455";"ILMN_1652594";"ACTR5";" 5.86";"0.857";"0.0553";"0.0454";"0.0426"
"456";"ILMN_3287996";"LOC400446";" 9.26";"0.857";"0.0549";"0.0460";"0.0424"
"457";"ILMN_1693685";"LOC205251";" 8.43";"0.857";"0.0501";"0.0423";"0.0510"
"458";"ILMN_1713449";"TBX3";" 5.11";"0.857";"0.0442";"0.0423";"0.0569"
"459";"ILMN_3193858";"LOC100129022";" 5.28";"0.857";"0.0466";"0.0489";"0.0480"
"460";"ILMN_3302499";"LOC730990";" 8.02";"0.857";"0.0448";"0.0496";"0.0492"
"461";"ILMN_3308743";"MIR125B2";" 5.22";"0.857";"0.0579";"0.0433";"0.0423"
"462";"ILMN_1809944";"TRMT12";" 9.06";"0.857";"0.0518";"0.0481";"0.0435"
"463";"ILMN_1671935";"LOC646103";" 5.37";"0.856";"0.0472";"0.0441";"0.0523"
"464";"ILMN_1714499";"LOC646920";" 5.00";"0.856";"0.0580";"0.0434";"0.0422"
"465";"ILMN_2404850";"RPL14";" 9.72";"0.856";"0.0499";"0.0493";"0.0444"
"466";"ILMN_1812970";"RWDD1";" 5.47";"0.856";"0.0422";"0.0447";"0.0567"
"467";"ILMN_1797413";"SNX7";" 5.11";"0.856";"0.0512";"0.0432";"0.0492"
"468";"ILMN_1801984";"VHL";" 4.99";"0.856";"0.0438";"0.0576";"0.0423"
"469";"ILMN_1780894";"ANTXR1";" 5.59";"0.856";"0.0524";"0.0488";"0.0425"
"470";"ILMN_3241750";"CCNI2";" 4.97";"0.856";"0.0422";"0.0448";"0.0568"
"471";"ILMN_1674050";"COL8A2";" 5.85";"0.856";"0.0437";"0.0571";"0.0429"
"472";"ILMN_2321931";"DCLRE1C";" 7.13";"0.856";"0.0434";"0.0497";"0.0507"
"473";"ILMN_1822220";"";" 4.90";"0.856";"0.0581";"0.0423";"0.0433"
"474";"ILMN_3285742";"LOC100131786";" 4.92";"0.856";"0.0422";"0.0422";"0.0594"
"475";"ILMN_3210817";"LOC644256";" 5.02";"0.856";"0.0588";"0.0422";"0.0427"
"476";"ILMN_1679391";"MAMDC2";" 5.01";"0.856";"0.0501";"0.0513";"0.0423"
"477";"ILMN_2075794";"NLRP8";" 9.91";"0.856";"0.0514";"0.0489";"0.0433"
"478";"ILMN_1719254";"TRIM9";" 5.01";"0.856";"0.0513";"0.0447";"0.0478"
"479";"ILMN_1713178";"FAM116A";" 8.74";"0.856";"0.0472";"0.0438";"0.0528"
"480";"ILMN_1794324";"CNOT4";" 5.28";"0.856";"0.0476";"0.0456";"0.0507"
"481";"ILMN_3222425";"LOC729852";" 5.79";"0.856";"0.0478";"0.0539";"0.0422"
"482";"ILMN_1661366";"PGAM1";" 8.40";"0.856";"0.0432";"0.0422";"0.0585"
"483";"ILMN_1768357";"RTN1";" 5.03";"0.856";"0.0426";"0.0547";"0.0467"
"484";"ILMN_1658728";"ZBTB25";" 5.75";"0.856";"0.0592";"0.0422";"0.0425"
"485";"ILMN_2413318";"C15orf57";" 6.80";"0.856";"0.0548";"0.0422";"0.0470"
"486";"ILMN_1740231";"ELMO1";" 6.90";"0.856";"0.0431";"0.0529";"0.0480"
"487";"ILMN_1670532";"GMCL1";" 7.80";"0.856";"0.0426";"0.0592";"0.0423"
"488";"ILMN_2347798";"IFI6";" 5.93";"0.856";"0.0445";"0.0500";"0.0495"
"489";"ILMN_1785919";"LOC728229";" 5.42";"0.856";"0.0548";"0.0438";"0.0454"
"490";"ILMN_3234116";"LOC730382";" 8.40";"0.856";"0.0545";"0.0421";"0.0473"
"491";"ILMN_1732300";"POLR2C";" 8.26";"0.856";"0.0469";"0.0489";"0.0481"
"492";"ILMN_1719163";"ZNF557";" 5.76";"0.856";"0.0480";"0.0495";"0.0466"
"493";"ILMN_1666939";"LOC654123";" 5.15";"0.856";"0.0464";"0.0482";"0.0495"
"494";"ILMN_1747771";"LOC730744";"10.96";"0.856";"0.0563";"0.0455";"0.0423"
"495";"ILMN_1653028";"COL4A1";" 5.31";"0.856";"0.0482";"0.0518";"0.0441"
"496";"ILMN_1855412";"";" 4.83";"0.856";"0.0505";"0.0510";"0.0427"
"497";"ILMN_1659444";"KIF1B";" 5.44";"0.856";"0.0573";"0.0428";"0.0440"
"498";"ILMN_1696749";"LMNA";"10.70";"0.856";"0.0458";"0.0548";"0.0436"
"499";"ILMN_1674694";"LOC643918";" 6.51";"0.856";"0.0424";"0.0487";"0.0531"
"500";"ILMN_1716259";"PROK1";" 4.98";"0.856";"0.0563";"0.0424";"0.0455"
"501";"ILMN_2370907";"RAD51L3";" 6.20";"0.856";"0.0583";"0.0435";"0.0424"
"502";"ILMN_1809750";"TDRD1";" 7.17";"0.856";"0.0577";"0.0423";"0.0442"
"503";"ILMN_1769673";"ZNF655";" 5.27";"0.856";"0.0446";"0.0570";"0.0427"
"504";"ILMN_2383484";"C19orf48";" 7.75";"0.856";"0.0423";"0.0597";"0.0423"
"505";"ILMN_2373335";"LIG3";" 5.54";"0.856";"0.0434";"0.0482";"0.0528"
"506";"ILMN_1797704";"LOC729252";" 4.97";"0.856";"0.0472";"0.0509";"0.0462"
"507";"ILMN_1727642";"MOGS";" 7.05";"0.856";"0.0449";"0.0540";"0.0454"
"508";"ILMN_1756676";"PHF19";" 7.88";"0.856";"0.0484";"0.0427";"0.0532"
"509";"ILMN_1713688";"DHX32";" 8.47";"0.856";"0.0562";"0.0452";"0.0430"
"510";"ILMN_1670472";"FAF2";"11.31";"0.856";"0.0562";"0.0423";"0.0459"
"511";"ILMN_1851063";"";" 5.09";"0.856";"0.0564";"0.0458";"0.0422"
"512";"ILMN_1777397";"MSX1";" 7.54";"0.856";"0.0456";"0.0564";"0.0424"
"513";"ILMN_3246391";"SNORD52";" 5.26";"0.856";"0.0521";"0.0421";"0.0501"
"514";"ILMN_1802753";"TSSC4";" 8.98";"0.856";"0.0540";"0.0430";"0.0473"
"515";"ILMN_1798372";"ANXA2P3";" 6.89";"0.856";"0.0421";"0.0469";"0.0555"
"516";"ILMN_1916702";"";" 5.04";"0.856";"0.0427";"0.0591";"0.0427"
"517";"ILMN_1855430";"LOC199800";" 4.93";"0.856";"0.0540";"0.0454";"0.0451"
"518";"ILMN_1715680";"NEIL2";" 5.57";"0.856";"0.0426";"0.0466";"0.0553"
"519";"ILMN_1798712";"USP4";" 6.06";"0.856";"0.0597";"0.0424";"0.0424"
"520";"ILMN_3244363";"WIZ";" 4.90";"0.856";"0.0473";"0.0490";"0.0482"
"521";"ILMN_1809267";"CLCC1";" 5.56";"0.855";"0.0442";"0.0443";"0.0561"
"522";"ILMN_1733035";"FAM128A";" 5.76";"0.855";"0.0470";"0.0448";"0.0528"
"523";"ILMN_3252941";"LOC100127918";" 9.31";"0.855";"0.0486";"0.0423";"0.0537"
"524";"ILMN_1656335";"RIT1";" 7.41";"0.855";"0.0455";"0.0569";"0.0422"
"525";"ILMN_1772845";"SNRNP35";" 6.60";"0.855";"0.0427";"0.0421";"0.0597"
"526";"ILMN_1792518";"STX7";" 7.32";"0.855";"0.0422";"0.0595";"0.0430"
"527";"ILMN_2330948";"ARF1";" 7.76";"0.855";"0.0591";"0.0423";"0.0433"
"528";"ILMN_1887403";"DBT";" 5.02";"0.855";"0.0422";"0.0604";"0.0421"
"529";"ILMN_1872419";"";" 9.22";"0.855";"0.0498";"0.0488";"0.0461"
"530";"ILMN_1796126";"MXRA7";" 5.26";"0.855";"0.0483";"0.0442";"0.0522"
"531";"ILMN_1768399";"ARFIP1";" 5.35";"0.855";"0.0526";"0.0485";"0.0437"
"532";"ILMN_1712386";"C21orf45";" 7.68";"0.855";"0.0455";"0.0571";"0.0421"
"533";"ILMN_1842435";"";" 5.48";"0.855";"0.0488";"0.0496";"0.0464"
"534";"ILMN_1651899";"LOC653314";"13.80";"0.855";"0.0421";"0.0546";"0.0481"
"535";"ILMN_1664440";"TP53BP1";" 8.82";"0.855";"0.0569";"0.0427";"0.0451"
"536";"ILMN_3243117";"TTC9";" 6.08";"0.855";"0.0599";"0.0428";"0.0421"
"537";"ILMN_1743187";"C6orf120";" 5.27";"0.855";"0.0440";"0.0471";"0.0538"
"538";"ILMN_1753498";"COASY";"10.97";"0.855";"0.0431";"0.0449";"0.0568"
"539";"ILMN_2115125";"CTGF";" 5.23";"0.855";"0.0459";"0.0508";"0.0481"
"540";"ILMN_2061419";"CYCSL1";" 6.95";"0.855";"0.0469";"0.0532";"0.0448"
"541";"ILMN_1759277";"OIP5";" 8.46";"0.855";"0.0470";"0.0428";"0.0551"
"542";"ILMN_2059549";"SYK";"10.31";"0.855";"0.0423";"0.0436";"0.0590"
"543";"ILMN_1678814";"UBL5";" 6.64";"0.855";"0.0490";"0.0426";"0.0534"
"544";"ILMN_1664006";"AGL";" 6.89";"0.855";"0.0518";"0.0498";"0.0434"
"545";"ILMN_1669394";"EI24";" 9.66";"0.855";"0.0449";"0.0424";"0.0577"
"546";"ILMN_3238353";"LOC100130818";" 5.71";"0.855";"0.0450";"0.0452";"0.0549"
"547";"ILMN_3246004";"LOC100133666";" 4.92";"0.855";"0.0434";"0.0470";"0.0546"
"548";"ILMN_3283141";"LOC643802";" 5.19";"0.855";"0.0433";"0.0474";"0.0543"
"549";"ILMN_1743476";"LOC653829";" 6.22";"0.855";"0.0472";"0.0430";"0.0547"
"550";"ILMN_1915783";"";" 6.42";"0.855";"0.0455";"0.0570";"0.0427"
"551";"ILMN_1814333";"SERPINI1";" 5.56";"0.855";"0.0502";"0.0473";"0.0476"
"552";"ILMN_1690761";"SURF4";"10.05";"0.855";"0.0425";"0.0524";"0.0501"
"553";"ILMN_3244526";"TCTN3";" 6.61";"0.855";"0.0543";"0.0423";"0.0486"
"554";"ILMN_1782079";"ZFP3";" 5.41";"0.855";"0.0448";"0.0582";"0.0421"
"555";"ILMN_3240962";"DDRGK1";" 6.26";"0.855";"0.0590";"0.0438";"0.0423"
"556";"ILMN_1724407";"TACC3";" 9.80";"0.855";"0.0444";"0.0452";"0.0556"
"557";"ILMN_1751345";"AP1S1";" 7.50";"0.855";"0.0546";"0.0467";"0.0439"
