"";"ID";"SYMBOL";"b1Mean";"b0Mean";"b1b0log2FC";"b1stderr";"b0stderr";"b0b1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"2962";"ILMN_1814221";"NPTX1";" 7.85";" 8.44";"-0.5907";"0.15235";"0.00930";"0.15263";"0.1027";"0.540";"0.2568";"0.1008"
"2963";"ILMN_2187830";"CCNH";" 8.57";" 7.95";" 0.6268";"0.15868";"0.08796";"0.18142";"0.1732";"0.539";"0.1487";"0.1389"
"2964";"ILMN_1693145";"BUB3";"12.01";"11.68";" 0.3368";"0.08188";"0.03952";"0.09092";"0.1259";"0.539";"0.2529";"0.0824"
"2965";"ILMN_3260715";"CRTC3";" 7.93";" 8.49";"-0.5621";"0.11191";"0.10269";"0.15189";"0.1263";"0.538";"0.3052";"0.0300"
"2966";"ILMN_2096985";"ALDH6A1";" 7.31";" 8.38";"-1.0774";"0.29243";"0.06188";"0.29890";"0.1427";"0.538";"0.1318";"0.1871"
"2967";"ILMN_2123567";"SENP2";" 9.29";" 8.84";" 0.4479";"0.09561";"0.10249";"0.14016";"0.2439";"0.538";"0.1252";"0.0924"
"2968";"ILMN_1752269";"ACSS1";" 7.15";" 8.25";"-1.1079";"0.30898";"0.04527";"0.31228";"0.1533";"0.538";"0.0908";"0.2179"
"2969";"ILMN_1665107";"ITGB1BP1";" 8.04";" 7.75";" 0.2853";"0.04271";"0.08277";"0.09314";"0.2917";"0.538";"0.1177";"0.0530"
"2970";"ILMN_2404665";"TRIM5";" 6.93";" 7.29";"-0.3629";"0.07518";"0.09995";"0.12507";"0.3649";"0.538";"0.0418";"0.0556"
"2971";"ILMN_3307729";"CXXC5";" 8.74";" 9.42";"-0.6729";"0.18757";"0.03259";"0.19038";"0.1558";"0.537";"0.0896";"0.2172"
"2972";"ILMN_3279017";"LOC389223";"13.85";"14.03";"-0.1797";"0.03893";"0.05060";"0.06385";"0.4121";"0.537";"0.0289";"0.0217"
"2973";"ILMN_3301042";"LQK1";" 6.16";" 6.61";"-0.4507";"0.07405";"0.11634";"0.13791";"0.2208";"0.537";"0.2069";"0.0353"
"2974";"ILMN_1806294";"RPS6KA3";" 6.61";" 6.31";" 0.3001";"0.04852";"0.07799";"0.09185";"0.2210";"0.537";"0.2092";"0.0329"
"2975";"ILMN_1685774";"LOC647340";"12.41";"12.55";"-0.1454";"0.02256";"0.04055";"0.04641";"0.2647";"0.537";"0.1768";"0.0215"
"2976";"ILMN_1743579";"WDR4";" 6.55";" 5.94";" 0.6096";"0.17063";"0.13185";"0.21564";"0.4046";"0.537";"0.0267";"0.0320"
"2977";"ILMN_1797425";"DDX55";" 8.70";" 8.33";" 0.3702";"0.07130";"0.09657";"0.12004";"0.2828";"0.537";"0.1010";"0.0795"
"2978";"ILMN_1680757";"LRRC26";" 8.41";" 8.83";"-0.4205";"0.09810";"0.08631";"0.13066";"0.2355";"0.536";"0.1103";"0.1178"
"2979";"ILMN_2218277";"RPS2";"12.48";"12.84";"-0.3622";"0.10544";"0.07450";"0.12911";"0.4166";"0.536";"0.0246";"0.0225"
"2980";"ILMN_2286800";"DNM1L";" 8.10";" 7.39";" 0.7106";"0.14793";"0.14179";"0.20491";"0.1693";"0.536";"0.2408";"0.0537"
"2981";"ILMN_1706558";"FLJ20628";" 7.65";" 7.42";" 0.2276";"0.04445";"0.03570";"0.05701";"0.0880";"0.536";"0.3639";"0.0119"
"2982";"ILMN_1779147";"ENC1";" 9.37";" 8.72";" 0.6493";"0.12629";"0.19285";"0.23052";"0.4101";"0.536";"0.0300";"0.0237"
"2983";"ILMN_1902094";"";" 5.50";" 6.07";"-0.5729";"0.14517";"0.07266";"0.16234";"0.1565";"0.536";"0.1794";"0.1280"
"2984";"ILMN_2089073";"ATP9A";"10.70";"11.20";"-0.5044";"0.13562";"0.08442";"0.15975";"0.2555";"0.536";"0.0584";"0.1502"
"2985";"ILMN_1779171";"SGSM2";" 9.71";"10.42";"-0.7157";"0.16560";"0.11291";"0.20043";"0.1482";"0.536";"0.2423";"0.0737"
"2986";"ILMN_1796458";"GABARAPL2";"10.98";"11.14";"-0.1575";"0.00927";"0.05370";"0.05449";"0.3692";"0.536";"0.0705";"0.0246"
"2987";"ILMN_1710756";"ENO1";"13.69";"13.47";" 0.2176";"0.01494";"0.07344";"0.07494";"0.3627";"0.536";"0.0651";"0.0366"
"2988";"ILMN_1865663";"";" 5.51";" 5.97";"-0.4589";"0.08936";"0.13465";"0.16160";"0.3967";"0.536";"0.0334";"0.0343"
"2989";"ILMN_1658483";"IL1A";" 8.38";" 7.26";" 1.1201";"0.30441";"0.12882";"0.33054";"0.1874";"0.535";"0.0854";"0.1921"
"2990";"ILMN_1804841";"WWOX";" 5.47";" 5.95";"-0.4765";"0.05311";"0.15976";"0.16835";"0.4015";"0.535";"0.0394";"0.0240"
"2991";"ILMN_1712628";"GTF2IRD1";" 7.46";" 8.10";"-0.6394";"0.16099";"0.04495";"0.16715";"0.1075";"0.535";"0.2698";"0.0877"
"2992";"ILMN_1743995";"ALG12";" 5.11";" 5.44";"-0.3322";"0.03213";"0.11250";"0.11699";"0.3962";"0.535";"0.0413";"0.0277"
"2993";"ILMN_1720865";"OSBPL7";" 7.67";" 8.18";"-0.5155";"0.11358";"0.11639";"0.16262";"0.2504";"0.534";"0.1131";"0.1023"
"2994";"ILMN_1688725";"UTP14A";" 8.16";" 7.80";" 0.3575";"0.10931";"0.05249";"0.12126";"0.3395";"0.534";"0.0342";"0.0923"
"2995";"ILMN_2223941";"FBLN5";" 5.31";" 5.73";"-0.4217";"0.07792";"0.08815";"0.11766";"0.1452";"0.534";"0.3031";"0.0176"
"2996";"ILMN_1693341";"SNRPN";" 7.24";" 7.63";"-0.3902";"0.08569";"0.08724";"0.12229";"0.2433";"0.534";"0.1230";"0.0997"
"2997";"ILMN_2230025";"PDLIM3";" 5.22";" 5.65";"-0.4296";"0.05876";"0.12737";"0.14027";"0.2893";"0.533";"0.1333";"0.0440"
"2998";"ILMN_1701461";"TIMP3";" 5.57";" 6.80";"-1.2347";"0.29173";"0.15537";"0.33052";"0.1197";"0.533";"0.2815";"0.0656"
"2999";"ILMN_1688953";"ARHGAP19";" 7.48";" 7.23";" 0.2535";"0.04012";"0.07215";"0.08256";"0.2860";"0.533";"0.1253";"0.0557"
"3000";"ILMN_1667657";"TPP2";" 6.76";" 6.14";" 0.6237";"0.09322";"0.17338";"0.19685";"0.2504";"0.533";"0.1818";"0.0349"
"3001";"ILMN_1750400";"C19orf66";" 5.17";" 5.73";"-0.5604";"0.08566";"0.16213";"0.18337";"0.2915";"0.532";"0.1221";"0.0540"
"3002";"ILMN_1760490";"ACVR1";" 8.80";" 9.05";"-0.2568";"0.04475";"0.07812";"0.09004";"0.3871";"0.532";"0.0396";"0.0413"
"3003";"ILMN_3233871";"ATXN1L";" 8.16";" 8.42";"-0.2548";"0.06064";"0.05906";"0.08465";"0.3102";"0.532";"0.1409";"0.0170"
"3004";"ILMN_1790518";"PHF16";" 7.88";" 7.71";" 0.1741";"0.01510";"0.05946";"0.06135";"0.3945";"0.532";"0.0441";"0.0295"
"3005";"ILMN_2412294";"GNB5";" 7.66";" 7.96";"-0.2979";"0.08337";"0.05753";"0.10129";"0.3414";"0.531";"0.0382";"0.0889"
"3006";"ILMN_1758457";"TBC1D16";" 5.93";" 6.35";"-0.4292";"0.11210";"0.01875";"0.11365";"0.1134";"0.531";"0.2378";"0.1173"
"3007";"ILMN_1658010";"CENPI";" 6.53";" 5.93";" 0.6015";"0.13614";"0.13527";"0.19192";"0.2616";"0.531";"0.0965";"0.1107"
"3008";"ILMN_3246465";"SNORA16A";" 5.17";" 5.45";"-0.2830";"0.07856";"0.06407";"0.10137";"0.4208";"0.531";"0.0275";"0.0207"
"3009";"ILMN_1791093";"PPHLN1";" 9.12";" 8.74";" 0.3759";"0.10326";"0.02719";"0.10678";"0.1566";"0.531";"0.1084";"0.2044"
"3010";"ILMN_1706057";"CS";"11.97";"12.13";"-0.1668";"0.03773";"0.04118";"0.05585";"0.3199";"0.530";"0.1320";"0.0177"
"3011";"ILMN_1679194";"UGT2B7";" 7.48";" 7.98";"-0.4987";"0.12260";"0.03558";"0.12766";"0.0964";"0.530";"0.3062";"0.0672"
"3012";"ILMN_2345837";"CLTA";"10.91";"11.12";"-0.2099";"0.01749";"0.06878";"0.07097";"0.3323";"0.530";"0.1042";"0.0336"
"3013";"ILMN_1811758";"CNP";" 4.80";" 5.21";"-0.4088";"0.01809";"0.13981";"0.14098";"0.3606";"0.530";"0.0812";"0.0283"
"3014";"ILMN_1777261";"FAM3C";" 7.30";" 5.93";" 1.3685";"0.34451";"0.04243";"0.34712";"0.0923";"0.530";"0.3021";"0.0757"
"3015";"ILMN_3214052";"LOC644877";" 9.11";" 8.37";" 0.7340";"0.17014";"0.09661";"0.19565";"0.1167";"0.530";"0.2966";"0.0570"
"3016";"ILMN_3226045";"LOC728533";"11.00";"11.41";"-0.4107";"0.10773";"0.04263";"0.11586";"0.1514";"0.530";"0.1666";"0.1522"
"3017";"ILMN_2327994";"AZIN1";" 8.61";" 7.88";" 0.7227";"0.13829";"0.13575";"0.19378";"0.1199";"0.530";"0.3304";"0.0201"
"3018";"ILMN_1725105";"EEF1E1";" 9.66";" 8.86";" 0.8020";"0.19990";"0.12169";"0.23403";"0.1764";"0.529";"0.1670";"0.1271"
"3019";"ILMN_3200921";"LOC642590";"10.71";"10.33";" 0.3809";"0.06994";"0.09288";"0.11626";"0.2153";"0.529";"0.2077";"0.0475"
"3020";"ILMN_3278170";"LOC441455";" 6.91";" 7.33";"-0.4251";"0.10342";"0.10740";"0.14910";"0.3857";"0.529";"0.0345";"0.0504"
"3021";"ILMN_2371379";"ACLY";"11.45";"10.88";" 0.5669";"0.15801";"0.03640";"0.16215";"0.1612";"0.529";"0.0917";"0.2179"
"3022";"ILMN_1682717";"IER3";"10.48";" 9.65";" 0.8273";"0.22180";"0.11112";"0.24807";"0.1988";"0.529";"0.0892";"0.1833"
"3023";"ILMN_3206343";"LOC644914";"10.90";"11.17";"-0.2703";"0.06788";"0.05459";"0.08711";"0.2716";"0.529";"0.0677";"0.1322"
"3024";"ILMN_1763447";"PLXNB2";"10.24";"10.77";"-0.5227";"0.13682";"0.05311";"0.14676";"0.1479";"0.528";"0.1766";"0.1471"
"3025";"ILMN_2159384";"SBDSP";" 8.55";" 7.98";" 0.5686";"0.14996";"0.06004";"0.16153";"0.1560";"0.528";"0.1551";"0.1605"
"3026";"ILMN_1685413";"ALG8";" 8.49";" 8.10";" 0.3865";"0.10581";"0.08857";"0.13799";"0.4134";"0.528";"0.0271";"0.0311"
"3027";"ILMN_1772677";"CNOT4";" 8.33";" 8.53";"-0.2008";"0.04782";"0.04140";"0.06325";"0.2462";"0.528";"0.0995";"0.1263"
"3028";"ILMN_3237721";"TMCO7";" 6.97";" 6.49";" 0.4729";"0.14581";"0.04576";"0.15282";"0.2744";"0.528";"0.0402";"0.1574"
"3029";"ILMN_3226700";"ZNF837";" 5.67";" 6.05";"-0.3790";"0.08857";"0.08097";"0.12001";"0.2516";"0.528";"0.1003";"0.1201"
"3030";"ILMN_1684042";"BET1";" 6.45";" 5.87";" 0.5795";"0.12038";"0.11913";"0.16936";"0.1771";"0.528";"0.2401";"0.0549"
"3031";"ILMN_3213261";"LOC646330";" 5.26";" 5.68";"-0.4168";"0.04319";"0.13717";"0.14381";"0.3597";"0.528";"0.0687";"0.0440"
"3032";"ILMN_1765371";"LUC7L";" 7.58";" 7.26";" 0.3200";"0.11317";"0.01814";"0.11462";"0.4179";"0.528";"0.0238";"0.0306"
"3033";"ILMN_2344662";"HMGA2";" 6.80";" 6.00";" 0.7983";"0.23561";"0.12452";"0.26649";"0.3140";"0.527";"0.0399";"0.1187"
"3034";"ILMN_1674768";"LOC220686";" 6.09";" 6.66";"-0.5766";"0.14106";"0.10769";"0.17747";"0.2223";"0.527";"0.1153";"0.1350"
"3035";"ILMN_1758339";"CSTF1";" 4.98";" 5.22";"-0.2429";"0.08209";"0.02908";"0.08709";"0.4195";"0.527";"0.0242";"0.0293"
"3036";"ILMN_2365686";"ALG8";" 8.41";" 7.96";" 0.4583";"0.12051";"0.10916";"0.16260";"0.4020";"0.527";"0.0302";"0.0409"
"3037";"ILMN_1731174";"LOC647856";"13.07";"13.26";"-0.1977";"0.06812";"0.02061";"0.07117";"0.4258";"0.527";"0.0233";"0.0240"
"3038";"ILMN_2125562";"MOBK1B";" 8.04";" 7.61";" 0.4312";"0.12029";"0.08946";"0.14991";"0.3703";"0.527";"0.0346";"0.0681"
"3039";"ILMN_1660847";"PFKFB3";" 6.66";" 7.02";"-0.3600";"0.00356";"0.12611";"0.12616";"0.3826";"0.527";"0.0625";"0.0280"
"3040";"ILMN_2044927";"RNF5";" 6.89";" 7.36";"-0.4747";"0.09430";"0.08287";"0.12554";"0.1118";"0.527";"0.3380";"0.0237"
"3041";"ILMN_1764577";"MFNG";" 7.14";" 6.85";" 0.2906";"0.08899";"0.04838";"0.10129";"0.3737";"0.526";"0.0316";"0.0685"
"3042";"ILMN_2056975";"HPRT1";"11.82";"11.66";" 0.1589";"0.04588";"0.03416";"0.05720";"0.4247";"0.526";"0.0286";"0.0210"
"3043";"ILMN_1714820";"ITGB1";" 9.52";" 8.87";" 0.6511";"0.14301";"0.08522";"0.16647";"0.0951";"0.526";"0.3709";"0.0083"
"3044";"ILMN_1685661";"RRP15";" 8.53";" 7.20";" 1.3306";"0.31395";"0.08766";"0.32596";"0.0775";"0.526";"0.3544";"0.0424"
"3045";"ILMN_2366790";"DDX52";" 9.60";" 8.85";" 0.7481";"0.14250";"0.18499";"0.23351";"0.2354";"0.525";"0.1782";"0.0610"
"3046";"ILMN_2359742";"CTSB";"10.27";"10.74";"-0.4726";"0.12337";"0.03604";"0.12852";"0.1269";"0.525";"0.2216";"0.1262"
"3047";"ILMN_1803925";"MTMR3";" 5.65";" 6.29";"-0.6400";"0.15259";"0.13774";"0.20556";"0.2660";"0.525";"0.0843";"0.1244"
"3048";"ILMN_2359945";"CES1";" 5.94";" 4.97";" 0.9683";"0.30982";"0.14854";"0.34359";"0.4007";"0.525";"0.0275";"0.0468"
"3049";"ILMN_2410783";"GAA";" 7.40";" 8.19";"-0.7893";"0.20741";"0.05074";"0.21353";"0.1238";"0.525";"0.2217";"0.1296"
"3050";"ILMN_1783287";"S100A14";" 9.44";" 9.74";"-0.3028";"0.10245";"0.03819";"0.10933";"0.4294";"0.525";"0.0235";"0.0222"
"3051";"ILMN_2096116";"HSP90B1";"11.13";"10.12";" 1.0090";"0.21923";"0.14836";"0.26471";"0.1072";"0.524";"0.3319";"0.0366"
"3052";"ILMN_1651385";"MFN2";" 9.16";" 9.59";"-0.4280";"0.10100";"0.06403";"0.11959";"0.1435";"0.524";"0.2559";"0.0762"
"3053";"ILMN_1663132";"ADCK2";" 8.49";" 8.88";"-0.3893";"0.08175";"0.10648";"0.13424";"0.3565";"0.524";"0.0497";"0.0695"
"3054";"ILMN_2402581";"Gcom1";" 5.97";" 6.43";"-0.4575";"0.10596";"0.04755";"0.11614";"0.0916";"0.524";"0.3400";"0.0442"
"3055";"ILMN_2047240";"ARSA";" 5.80";" 6.21";"-0.4099";"0.09716";"0.05915";"0.11375";"0.1390";"0.524";"0.2615";"0.0755"
"3056";"ILMN_1654217";"MPP2";" 8.00";" 8.90";"-0.9041";"0.24822";"0.08119";"0.26116";"0.1668";"0.524";"0.1042";"0.2049"
"3057";"ILMN_1773154";"NFKBIA";"10.60";"11.10";"-0.4996";"0.13417";"0.02134";"0.13586";"0.1266";"0.524";"0.1939";"0.1554"
"3058";"ILMN_2390526";"RARB";" 5.25";" 6.06";"-0.8118";"0.27405";"0.02337";"0.27504";"0.3315";"0.524";"0.0319";"0.1126"
"3059";"ILMN_1791867";"EPB41L4A";" 6.81";" 7.10";"-0.2922";"0.08592";"0.06018";"0.10490";"0.4182";"0.523";"0.0265";"0.0320"
"3060";"ILMN_2373689";"DIAPH3";" 6.81";" 6.60";" 0.2102";"0.05098";"0.04859";"0.07042";"0.3164";"0.523";"0.1433";"0.0172"
"3061";"ILMN_1662340";"ZNF358";" 7.68";" 8.54";"-0.8651";"0.20836";"0.10371";"0.23274";"0.1201";"0.523";"0.2860";"0.0712"
"3062";"ILMN_1696420";"BRD7";" 8.88";" 8.64";" 0.2380";"0.06110";"0.04539";"0.07611";"0.2595";"0.522";"0.2033";"0.0148"
"3063";"ILMN_3307858";"STIM2";" 6.08";" 6.49";"-0.4092";"0.05421";"0.12858";"0.13954";"0.3395";"0.522";"0.0855";"0.0528"
"3064";"ILMN_1767219";"POLR1C";" 8.90";" 8.56";" 0.3358";"0.04234";"0.11222";"0.11994";"0.4091";"0.522";"0.0391";"0.0300"
"3065";"ILMN_2383300";"PTPRU";" 6.76";" 7.46";"-0.7067";"0.16948";"0.08545";"0.18980";"0.1190";"0.522";"0.2908";"0.0686"
"3066";"ILMN_1723021";"ICMT";" 8.24";" 8.62";"-0.3860";"0.03950";"0.12617";"0.13221";"0.3450";"0.521";"0.0901";"0.0436"
"3067";"ILMN_2375002";"MAP4K4";" 6.16";" 5.83";" 0.3293";"0.02569";"0.10974";"0.11271";"0.3438";"0.521";"0.1045";"0.0304"
"3068";"ILMN_1758816";"UGT8";" 7.09";" 6.72";" 0.3685";"0.11656";"0.04577";"0.12523";"0.3338";"0.521";"0.0351";"0.1099"
"3069";"ILMN_2064898";"CCDC56";"11.10";"11.31";"-0.2138";"0.04294";"0.03386";"0.05468";"0.0944";"0.521";"0.3737";"0.0108"
"3070";"ILMN_1803213";"MXRA5";"10.12";"11.76";"-1.6422";"0.47331";"0.04485";"0.47543";"0.1676";"0.521";"0.0705";"0.2407"
"3071";"ILMN_2274420";"SPTLC1";" 7.98";" 7.70";" 0.2738";"0.04465";"0.08572";"0.09665";"0.3892";"0.520";"0.0696";"0.0209"
"3072";"ILMN_1711542";"CHMP4C";" 7.83";" 7.72";" 0.1109";"0.03317";"0.01923";"0.03834";"0.3570";"0.520";"0.0354";"0.0874"
"3073";"ILMN_1732809";"ALG9";" 8.18";" 8.67";"-0.4853";"0.10426";"0.04062";"0.11189";"0.0570";"0.520";"0.4171";"0.0058"
"3074";"ILMN_1692100";"ZNF35";" 6.89";" 6.53";" 0.3661";"0.10701";"0.07154";"0.12872";"0.3828";"0.520";"0.0327";"0.0644"
"3075";"ILMN_3248343";"INO80";" 7.79";" 7.61";" 0.1780";"0.03234";"0.04000";"0.05144";"0.1660";"0.520";"0.2926";"0.0214"
"3076";"ILMN_2365544";"NHP2";" 9.49";" 9.15";" 0.3435";"0.08696";"0.07711";"0.11623";"0.3271";"0.520";"0.0503";"0.1031"
"3077";"ILMN_2280568";"ANKRD36";" 6.55";" 6.78";"-0.2335";"0.06896";"0.04912";"0.08466";"0.4313";"0.519";"0.0253";"0.0245"
"3078";"ILMN_2413330";"TMEM107";" 5.91";" 6.56";"-0.6411";"0.13602";"0.08119";"0.15840";"0.0797";"0.519";"0.3787";"0.0229"
"3079";"ILMN_3266128";"LOC100129553";"12.77";"13.07";"-0.3021";"0.08261";"0.05984";"0.10201";"0.3237";"0.519";"0.0455";"0.1122"
"3080";"ILMN_1782377";"LOC440354";" 6.51";" 6.13";" 0.3838";"0.07939";"0.09405";"0.12308";"0.2608";"0.518";"0.1336";"0.0871"
"3081";"ILMN_1657766";"TRIM29";" 7.84";" 8.60";"-0.7576";"0.21104";"0.02511";"0.21253";"0.1445";"0.518";"0.1205";"0.2166"
"3082";"ILMN_1795503";"MCC";" 6.09";" 6.45";"-0.3572";"0.11103";"0.06716";"0.12976";"0.4343";"0.518";"0.0261";"0.0214"
"3083";"ILMN_1681340";"C1orf41";" 8.59";" 8.28";" 0.3102";"0.08422";"0.07461";"0.11252";"0.4316";"0.518";"0.0292";"0.0212"
"3084";"ILMN_2080611";"PDSS1";" 8.73";" 8.40";" 0.3352";"0.10107";"0.06804";"0.12184";"0.4348";"0.518";"0.0251";"0.0223"
"3085";"ILMN_2119297";"SAMD4A";" 6.72";" 6.15";" 0.5723";"0.09493";"0.17890";"0.20253";"0.3909";"0.518";"0.0450";"0.0464"
"3086";"ILMN_1682008";"TCF19";" 5.91";" 6.40";"-0.4905";"0.13048";"0.03800";"0.13590";"0.1363";"0.518";"0.1958";"0.1501"
"3087";"ILMN_3239969";"LOC100133795";" 5.40";" 5.06";" 0.3467";"0.05289";"0.11033";"0.12236";"0.3865";"0.518";"0.0488";"0.0470"
"3088";"ILMN_2380163";"PTPRF";"10.35";"10.98";"-0.6337";"0.17466";"0.06363";"0.18589";"0.1765";"0.518";"0.0975";"0.2084"
"3089";"ILMN_1710524";"PARD3";" 4.99";" 5.34";"-0.3457";"0.07088";"0.01934";"0.07347";"0.0377";"0.517";"0.4370";"0.0078"
"3090";"ILMN_1778677";"MRS2";" 7.23";" 6.93";" 0.2996";"0.07138";"0.06790";"0.09852";"0.2893";"0.517";"0.0739";"0.1194"
"3091";"ILMN_2153837";"SCNN1G";" 6.64";" 8.27";"-1.6240";"0.44757";"0.12175";"0.46384";"0.1565";"0.517";"0.1192";"0.2071"
"3092";"ILMN_2258774";"MRPL43";"10.23";"10.49";"-0.2586";"0.05031";"0.07344";"0.08902";"0.3491";"0.517";"0.0607";"0.0731"
"3093";"ILMN_1779706";"TP53BP2";" 7.10";" 7.23";"-0.1300";"0.04022";"0.01113";"0.04173";"0.2610";"0.517";"0.0423";"0.1796"
"3094";"ILMN_1795767";"GRHL1";" 5.38";" 5.67";"-0.2879";"0.03866";"0.09635";"0.10382";"0.4206";"0.517";"0.0391";"0.0234"
"3095";"ILMN_3261811";"C14orf167";" 6.76";" 7.18";"-0.4191";"0.10861";"0.10484";"0.15096";"0.4188";"0.517";"0.0293";"0.0349"
"3096";"ILMN_1789136";"SERF2";"11.40";"11.86";"-0.4550";"0.09884";"0.09329";"0.13591";"0.1910";"0.517";"0.2222";"0.0701"
"3097";"ILMN_2328986";"SREBF1";" 8.18";" 8.54";"-0.3665";"0.06249";"0.09759";"0.11588";"0.2443";"0.516";"0.1946";"0.0450"
"3098";"ILMN_1768101";"HOXB6";" 5.96";" 6.39";"-0.4338";"0.08632";"0.10254";"0.13404";"0.2210";"0.516";"0.2018";"0.0615"
"3099";"ILMN_1653404";"NKIRAS2";" 8.06";" 8.32";"-0.2566";"0.03613";"0.07659";"0.08469";"0.2928";"0.515";"0.1484";"0.0433"
"3100";"ILMN_3251137";"FAM119A";" 5.44";" 5.15";" 0.2969";"0.09628";"0.04459";"0.10610";"0.4044";"0.515";"0.0602";"0.0201"
"3101";"ILMN_1812031";"PALM";" 7.27";" 8.45";"-1.1810";"0.31791";"0.11849";"0.33928";"0.1600";"0.515";"0.1438";"0.1809"
"3102";"ILMN_2383934";"ITGB1";"10.66";"10.01";" 0.6449";"0.11811";"0.15157";"0.19215";"0.1882";"0.515";"0.2779";"0.0191"
"3103";"ILMN_1683562";"SNRPG";"13.06";"12.79";" 0.2723";"0.04447";"0.08517";"0.09608";"0.3841";"0.515";"0.0500";"0.0512"
"3104";"ILMN_1770505";"BIK";" 7.27";" 7.61";"-0.3425";"0.11300";"0.04974";"0.12347";"0.4180";"0.515";"0.0462";"0.0212"
"3105";"ILMN_1675674";"UBE4B";" 8.78";" 9.16";"-0.3838";"0.11196";"0.04545";"0.12083";"0.2390";"0.514";"0.0534";"0.1932"
"3106";"ILMN_1735052";"ULK1";" 8.25";" 8.91";"-0.6628";"0.16660";"0.05450";"0.17529";"0.1092";"0.514";"0.2934";"0.0830"
"3107";"ILMN_1754179";"AP1G2";" 8.33";" 8.93";"-0.5978";"0.15776";"0.07670";"0.17541";"0.1754";"0.514";"0.1426";"0.1681"
"3108";"ILMN_1736002";"COPS5";"10.76";"10.58";" 0.1830";"0.04060";"0.03415";"0.05305";"0.1661";"0.514";"0.3075";"0.0125"
"3109";"ILMN_1890614";"";" 7.64";" 8.63";"-0.9922";"0.27561";"0.09242";"0.29069";"0.1743";"0.514";"0.0961";"0.2157"
"3110";"ILMN_1793770";"DNAJB6";" 8.70";" 8.94";"-0.2418";"0.02298";"0.08319";"0.08631";"0.4017";"0.514";"0.0611";"0.0235"
"3111";"ILMN_3307940";"FLJ35776";" 6.61";" 6.00";" 0.6114";"0.17292";"0.11618";"0.20833";"0.3328";"0.514";"0.0427";"0.1108"
"3112";"ILMN_1787680";"SELS";"10.96";"10.70";" 0.2631";"0.08749";"0.03938";"0.09594";"0.4369";"0.514";"0.0244";"0.0252"
"3113";"ILMN_1761946";"PROM2";"10.95";"11.66";"-0.7041";"0.17287";"0.04048";"0.17755";"0.0869";"0.513";"0.3413";"0.0584"
"3114";"ILMN_2267535";"NET1";" 5.93";" 5.49";" 0.4350";"0.08553";"0.08461";"0.12030";"0.1340";"0.513";"0.3258";"0.0269"
"3115";"ILMN_1666976";"PLD3";" 8.49";" 9.23";"-0.7341";"0.19701";"0.06733";"0.20819";"0.1502";"0.513";"0.1671";"0.1697"
"3116";"ILMN_3294335";"LOC646294";"12.03";"12.34";"-0.3055";"0.05594";"0.06937";"0.08911";"0.1705";"0.513";"0.2910";"0.0256"
"3117";"ILMN_1654392";"KHNYN";" 7.50";" 8.09";"-0.5913";"0.14686";"0.08992";"0.17221";"0.1692";"0.512";"0.2035";"0.1148"
"3118";"ILMN_1792910";"MNT";" 8.17";" 8.50";"-0.3389";"0.08391";"0.01139";"0.08468";"0.0830";"0.512";"0.3453";"0.0591"
"3119";"ILMN_1785528";"FAM39DP";" 8.25";" 8.56";"-0.3058";"0.07883";"0.03216";"0.08514";"0.1379";"0.512";"0.2302";"0.1196"
"3120";"ILMN_2352934";"ASPH";" 6.93";" 6.56";" 0.3739";"0.07890";"0.06644";"0.10315";"0.1323";"0.512";"0.3168";"0.0385"
"3121";"ILMN_3188984";"C20orf199";"10.37";"10.52";"-0.1540";"0.01469";"0.05252";"0.05454";"0.3876";"0.512";"0.0592";"0.0409"
"3122";"ILMN_1764158";"NLGN2";" 5.94";" 6.28";"-0.3331";"0.05224";"0.09702";"0.11019";"0.2935";"0.512";"0.1720";"0.0226"
"3123";"ILMN_1706886";"BCL7A";" 5.94";" 6.19";"-0.2519";"0.05348";"0.07149";"0.08928";"0.3887";"0.512";"0.0424";"0.0573"
"3124";"ILMN_1896149";"";" 4.78";" 5.18";"-0.3979";"0.04539";"0.13648";"0.14383";"0.4201";"0.511";"0.0402";"0.0282"
"3125";"ILMN_1712673";"SASH1";" 9.37";" 9.12";" 0.2506";"0.06003";"0.04427";"0.07459";"0.1861";"0.511";"0.2900";"0.0125"
"3126";"ILMN_1654322";"ATP1B3";" 9.75";"10.16";"-0.4121";"0.12430";"0.05833";"0.13731";"0.3017";"0.511";"0.0424";"0.1448"
"3127";"ILMN_1784294";"CPA4";" 9.23";" 7.71";" 1.5241";"0.43073";"0.34796";"0.55372";"0.4281";"0.511";"0.0278";"0.0331"
"3128";"ILMN_1812973";"RRP1B";" 7.16";" 6.82";" 0.3437";"0.08030";"0.09556";"0.12482";"0.4273";"0.511";"0.0303";"0.0315"
"3129";"ILMN_1727194";"CALU";" 8.22";" 7.83";" 0.3897";"0.07167";"0.11836";"0.13836";"0.3908";"0.511";"0.0458";"0.0526"
"3130";"ILMN_1746686";"POLR1C";" 9.52";" 9.12";" 0.3973";"0.10896";"0.09434";"0.14413";"0.4258";"0.511";"0.0286";"0.0348"
"3131";"ILMN_1793598";"APIP";" 8.37";" 8.06";" 0.3082";"0.07698";"0.05899";"0.09699";"0.2368";"0.511";"0.1062";"0.1464"
