"";"ID";"SYMBOL";"b1Mean";"b0Mean";"b1b0log2FC";"b1stderr";"b0stderr";"b0b1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"1";"ILMN_2395236";"CHEK2";" 7.71";" 8.09";"-0.3864";"0.01667";"0.00611";"0.01775";"0.0000";"1.000";"0.0000";"0.0000"
"2";"ILMN_1784420";"DDX12";" 5.41";" 6.13";"-0.7173";"0.02073";"0.00964";"0.02286";"0.0000";"1.000";"0.0000";"0.0000"
"3";"ILMN_1706015";"FAM43A";" 8.06";" 8.75";"-0.6910";"0.01774";"0.01892";"0.02594";"0.0000";"1.000";"0.0000";"0.0000"
"4";"ILMN_1739428";"IFIT2";"10.21";" 8.60";" 1.6098";"0.07182";"0.03268";"0.07890";"0.0000";"1.000";"0.0000";"0.0000"
"5";"ILMN_1707156";"LRRFIP2";" 9.93";" 9.47";" 0.4547";"0.00497";"0.01291";"0.01383";"0.0000";"1.000";"0.0000";"0.0000"
"6";"ILMN_1801833";"ARHGAP24";" 6.33";" 7.32";"-0.9897";"0.05607";"0.03178";"0.06445";"0.0001";"1.000";"0.0000";"0.0000"
"7";"ILMN_1724341";"CXorf45";" 6.61";" 6.12";" 0.4881";"0.00841";"0.02921";"0.03040";"0.0001";"1.000";"0.0000";"0.0000"
"8";"ILMN_1726839";"DCUN1D5";"10.61";"10.04";" 0.5643";"0.01401";"0.03129";"0.03428";"0.0001";"1.000";"0.0000";"0.0000"
"9";"ILMN_1751081";"EHMT2";" 5.22";" 5.71";"-0.4885";"0.01014";"0.02522";"0.02718";"0.0000";"1.000";"0.0000";"0.0000"
"10";"ILMN_1731648";"FOXJ2";" 8.91";" 9.39";"-0.4798";"0.02636";"0.01497";"0.03031";"0.0001";"1.000";"0.0001";"0.0000"
"11";"ILMN_3242900";"HIST2H2AA4";"10.37";"10.54";"-0.1642";"0.00713";"0.00661";"0.00972";"0.0001";"1.000";"0.0000";"0.0000"
"12";"ILMN_1662734";"OTOP3";" 6.88";" 7.74";"-0.8544";"0.04309";"0.01903";"0.04711";"0.0000";"1.000";"0.0000";"0.0000"
"13";"ILMN_1689842";"SC4MOL";" 8.05";" 7.33";" 0.7246";"0.00282";"0.04010";"0.04020";"0.0000";"1.000";"0.0000";"0.0000"
"14";"ILMN_1779015";"ZNF467";" 4.92";" 7.18";"-2.2597";"0.09838";"0.08429";"0.12955";"0.0000";"1.000";"0.0000";"0.0000"
"15";"ILMN_1762888";"FAM119A";" 6.80";" 5.98";" 0.8198";"0.04473";"0.03339";"0.05582";"0.0001";"1.000";"0.0000";"0.0000"
"16";"ILMN_1757440";"FAM69B";" 6.37";" 6.87";"-0.5051";"0.02861";"0.01829";"0.03395";"0.0001";"1.000";"0.0001";"0.0000"
"17";"ILMN_2353358";"LGALS8";"10.53";" 9.89";" 0.6310";"0.03406";"0.02369";"0.04148";"0.0001";"1.000";"0.0001";"0.0000"
"18";"ILMN_1736353";"PSMC1";"12.60";"12.34";" 0.2610";"0.00487";"0.01823";"0.01887";"0.0002";"1.000";"0.0001";"0.0000"
"19";"ILMN_2064694";"STIM1";" 7.28";" 8.06";"-0.7812";"0.04689";"0.01977";"0.05088";"0.0001";"1.000";"0.0001";"0.0000"
"20";"ILMN_2342437";"KLHL5";" 8.79";" 8.42";" 0.3733";"0.01074";"0.02558";"0.02774";"0.0002";"1.000";"0.0001";"0.0000"
"21";"ILMN_2382648";"MID2";" 6.95";" 7.47";"-0.5192";"0.03515";"0.01269";"0.03737";"0.0002";"1.000";"0.0001";"0.0000"
"22";"ILMN_1785852";"OBFC2A";" 9.05";" 8.28";" 0.7647";"0.03010";"0.05042";"0.05872";"0.0002";"1.000";"0.0001";"0.0000"
"23";"ILMN_1722858";"PPP2CA";"12.98";"12.71";" 0.2683";"0.01103";"0.01589";"0.01934";"0.0002";"1.000";"0.0001";"0.0000"
"24";"ILMN_3240966";"LOC645135";" 6.27";" 5.57";" 0.7029";"0.04921";"0.01906";"0.05277";"0.0002";"1.000";"0.0002";"0.0000"
"25";"ILMN_1675609";"SMN1";" 6.44";" 5.95";" 0.4950";"0.02805";"0.02766";"0.03940";"0.0003";"1.000";"0.0001";"0.0000"
"26";"ILMN_2082810";"BRD7";" 9.87";" 9.62";" 0.2520";"0.00437";"0.01986";"0.02033";"0.0003";"1.000";"0.0001";"0.0000"
"27";"ILMN_2166524";"CCNYL1";" 7.82";" 7.24";" 0.5736";"0.04438";"0.01458";"0.04671";"0.0004";"1.000";"0.0001";"0.0000"
"28";"ILMN_3236821";"HSPBL2";" 9.19";"10.18";"-0.9924";"0.04166";"0.06717";"0.07904";"0.0003";"1.000";"0.0001";"0.0000"
"29";"ILMN_3201445";"LOC728128";"13.65";"13.75";"-0.1034";"0.00823";"0.00000";"0.00823";"0.0003";"1.000";"0.0002";"0.0001"
"30";"ILMN_1792497";"HRB";" 7.79";" 7.14";" 0.6514";"0.04397";"0.03068";"0.05361";"0.0004";"0.999";"0.0001";"0.0001"
"31";"ILMN_3237270";"LOC100133609";" 6.02";" 6.96";"-0.9371";"0.06827";"0.04171";"0.08000";"0.0005";"0.999";"0.0001";"0.0001"
"32";"ILMN_1770692";"WDR12";" 9.03";" 8.39";" 0.6405";"0.04972";"0.00326";"0.04983";"0.0003";"0.999";"0.0002";"0.0000"
"33";"ILMN_1755303";"ZNF217";" 7.73";" 6.58";" 1.1542";"0.08361";"0.03337";"0.09002";"0.0003";"0.999";"0.0002";"0.0000"
"34";"ILMN_1810147";"ZNF524";" 7.66";" 8.03";"-0.3649";"0.00864";"0.02859";"0.02986";"0.0004";"0.999";"0.0002";"0.0000"
"35";"ILMN_1779341";"ZNF630";" 5.65";" 6.30";"-0.6548";"0.04368";"0.03465";"0.05575";"0.0005";"0.999";"0.0001";"0.0001"
"36";"ILMN_3287068";"LOC728031";"11.91";"12.22";"-0.3150";"0.00475";"0.02659";"0.02701";"0.0005";"0.999";"0.0002";"0.0000"
"37";"ILMN_1805765";"CMYA5";" 4.71";" 5.17";"-0.4593";"0.01093";"0.03942";"0.04090";"0.0006";"0.999";"0.0002";"0.0000"
"38";"ILMN_1786353";"CNGA1";" 6.09";" 4.88";" 1.2114";"0.08986";"0.04016";"0.09843";"0.0003";"0.999";"0.0004";"0.0000"
"39";"ILMN_1814270";"LY6D";" 8.08";" 8.88";"-0.7976";"0.06768";"0.01526";"0.06938";"0.0005";"0.999";"0.0002";"0.0001"
"40";"ILMN_1789342";"NDUFS2";" 5.98";" 6.49";"-0.5091";"0.04093";"0.01561";"0.04381";"0.0005";"0.999";"0.0003";"0.0001"
"41";"ILMN_3197097";"TSTD1";" 8.58";" 9.15";"-0.5689";"0.04376";"0.02638";"0.05110";"0.0006";"0.999";"0.0001";"0.0001"
"42";"ILMN_1657744";"C15orf17";" 7.21";" 7.60";"-0.3842";"0.02887";"0.01996";"0.03510";"0.0007";"0.999";"0.0001";"0.0000"
"43";"ILMN_1724686";"CLDN1";"12.19";"11.60";" 0.5972";"0.04281";"0.03511";"0.05537";"0.0007";"0.999";"0.0002";"0.0001"
"44";"ILMN_1782745";"RBL1";" 5.95";" 5.31";" 0.6427";"0.05195";"0.01453";"0.05395";"0.0004";"0.999";"0.0005";"0.0001"
"45";"ILMN_1692650";"WBSCR16";" 4.75";" 5.30";"-0.5482";"0.01685";"0.04739";"0.05030";"0.0007";"0.999";"0.0002";"0.0001"
"46";"ILMN_2173740";"ASB8";" 7.91";" 8.46";"-0.5483";"0.04392";"0.02790";"0.05204";"0.0009";"0.999";"0.0001";"0.0001"
"47";"ILMN_1813704";"KIAA1199";"11.69";"10.71";" 0.9773";"0.06816";"0.06053";"0.09116";"0.0008";"0.999";"0.0003";"0.0001"
"48";"ILMN_1731184";"MELK";" 8.94";" 8.31";" 0.6228";"0.04834";"0.02775";"0.05574";"0.0006";"0.999";"0.0005";"0.0001"
"49";"ILMN_1724897";"C14orf93";" 7.72";" 8.38";"-0.6620";"0.06118";"0.01228";"0.06240";"0.0008";"0.999";"0.0004";"0.0001"
"50";"ILMN_1745695";"FLJ30430";" 5.10";" 5.64";"-0.5479";"0.03527";"0.03935";"0.05284";"0.0009";"0.999";"0.0003";"0.0001"
"51";"ILMN_2052790";"NONO";"12.15";"12.40";"-0.2494";"0.02275";"0.00430";"0.02315";"0.0008";"0.999";"0.0005";"0.0001"
"52";"ILMN_1695290";"FERMT2";" 8.61";" 7.27";" 1.3399";"0.08075";"0.09662";"0.12592";"0.0008";"0.999";"0.0005";"0.0001"
"53";"ILMN_1746457";"GTF3C2";"10.30";"10.71";"-0.4078";"0.03136";"0.02365";"0.03927";"0.0009";"0.999";"0.0004";"0.0001"
"54";"ILMN_1745423";"UTP3";" 8.82";" 7.97";" 0.8531";"0.06959";"0.04206";"0.08132";"0.0009";"0.999";"0.0004";"0.0001"
"55";"ILMN_1701455";"FBXO6";" 5.66";" 6.02";"-0.3642";"0.01448";"0.03252";"0.03560";"0.0010";"0.999";"0.0004";"0.0001"
"56";"ILMN_1721868";"KPNA2";"11.52";"11.11";" 0.4044";"0.03554";"0.01563";"0.03883";"0.0009";"0.999";"0.0005";"0.0001"
"57";"ILMN_1785218";"MTCH2";" 5.68";" 6.21";"-0.5368";"0.02460";"0.04744";"0.05344";"0.0011";"0.999";"0.0003";"0.0001"
"58";"ILMN_1810441";"TRIM3";" 5.15";" 5.55";"-0.4014";"0.02422";"0.03167";"0.03987";"0.0011";"0.999";"0.0002";"0.0001"
"59";"ILMN_1654413";"C10orf108";" 5.08";" 6.16";"-1.0789";"0.02283";"0.10555";"0.10799";"0.0012";"0.998";"0.0004";"0.0001"
"60";"ILMN_1791792";"C12orf5";" 8.66";" 7.90";" 0.7650";"0.06973";"0.01536";"0.07140";"0.0008";"0.998";"0.0007";"0.0001"
"61";"ILMN_1784709";"GNPDA1";"10.51";"10.79";"-0.2823";"0.01433";"0.02345";"0.02748";"0.0010";"0.998";"0.0005";"0.0001"
"62";"ILMN_3266964";"LOC100128191";" 5.18";" 5.88";"-0.6964";"0.06294";"0.02919";"0.06938";"0.0011";"0.998";"0.0003";"0.0002"
"63";"ILMN_1796316";"MMP9";" 4.81";" 5.52";"-0.7115";"0.06464";"0.02576";"0.06959";"0.0010";"0.998";"0.0004";"0.0002"
"64";"ILMN_1797499";"PRKDC";" 7.88";" 7.44";" 0.4389";"0.01022";"0.04276";"0.04396";"0.0012";"0.998";"0.0004";"0.0001"
"65";"ILMN_1748124";"TSC22D3";" 9.24";"10.45";"-1.2106";"0.11854";"0.01839";"0.11996";"0.0011";"0.998";"0.0003";"0.0002"
"66";"ILMN_1692665";"UNC5B";" 6.65";" 7.21";"-0.5586";"0.03339";"0.04460";"0.05572";"0.0011";"0.998";"0.0003";"0.0001"
"67";"ILMN_1659462";"DUSP23";" 9.96";"10.83";"-0.8671";"0.06492";"0.05233";"0.08338";"0.0009";"0.998";"0.0006";"0.0001"
"68";"ILMN_1719543";"MAF";" 6.18";" 7.97";"-1.7954";"0.17625";"0.02584";"0.17814";"0.0011";"0.998";"0.0004";"0.0002"
"69";"ILMN_1742382";"RIMS3";" 5.75";" 6.83";"-1.0848";"0.08846";"0.05876";"0.10620";"0.0010";"0.998";"0.0005";"0.0002"
"70";"ILMN_1684974";"LOC643388";" 5.14";" 5.74";"-0.5945";"0.03967";"0.04490";"0.05992";"0.0012";"0.998";"0.0005";"0.0002"
"71";"ILMN_1806022";"LOC647947";" 5.30";" 6.03";"-0.7323";"0.05747";"0.04399";"0.07237";"0.0011";"0.998";"0.0006";"0.0002"
"72";"ILMN_2370019";"PPP4R4";" 6.25";" 5.82";" 0.4243";"0.03439";"0.02702";"0.04374";"0.0014";"0.998";"0.0004";"0.0002"
"73";"ILMN_1805922";"EBPL";" 9.52";"10.16";"-0.6435";"0.04005";"0.05430";"0.06748";"0.0015";"0.998";"0.0003";"0.0001"
"74";"ILMN_1668194";"LMTK3";" 8.52";" 8.96";"-0.4361";"0.03726";"0.02320";"0.04389";"0.0012";"0.998";"0.0007";"0.0002"
"75";"ILMN_1812080";"PARP16";" 6.00";" 6.69";"-0.6887";"0.00762";"0.07148";"0.07188";"0.0015";"0.998";"0.0005";"0.0001"
"76";"ILMN_1676555";"TTC26";" 7.16";" 6.58";" 0.5802";"0.05942";"0.01342";"0.06092";"0.0015";"0.998";"0.0004";"0.0002"
"77";"ILMN_1694305";"SMS";"10.84";"10.32";" 0.5152";"0.01896";"0.05017";"0.05363";"0.0015";"0.998";"0.0006";"0.0002"
"78";"ILMN_2330112";"CNIH";"11.38";"10.80";" 0.5816";"0.05209";"0.02237";"0.05669";"0.0010";"0.998";"0.0012";"0.0002"
"79";"ILMN_1758034";"ETFDH";" 8.02";" 8.38";"-0.3654";"0.00395";"0.03811";"0.03832";"0.0015";"0.998";"0.0006";"0.0001"
"80";"ILMN_1671486";"HOMER2";" 8.63";" 9.03";"-0.4009";"0.03867";"0.00440";"0.03892";"0.0010";"0.998";"0.0013";"0.0002"
"81";"ILMN_2358382";"ZFYVE1";" 7.02";" 7.68";"-0.6557";"0.05519";"0.03601";"0.06590";"0.0012";"0.998";"0.0010";"0.0002"
"82";"ILMN_2387599";"C20orf24";"12.78";"12.62";" 0.1557";"0.00263";"0.01651";"0.01671";"0.0017";"0.998";"0.0006";"0.0002"
"83";"ILMN_2065690";"GRAMD3";" 8.09";" 7.69";" 0.4003";"0.00795";"0.04268";"0.04341";"0.0018";"0.998";"0.0005";"0.0002"
"84";"ILMN_1652459";"LOC654161";" 5.57";" 5.92";"-0.3590";"0.03397";"0.02038";"0.03961";"0.0020";"0.998";"0.0003";"0.0001"
"85";"ILMN_2157441";"HLA-DRA";" 5.04";" 6.17";"-1.1385";"0.08078";"0.08647";"0.11833";"0.0014";"0.997";"0.0010";"0.0002"
"86";"ILMN_2146372";"KCTD6";" 8.06";" 7.50";" 0.5643";"0.04273";"0.03787";"0.05710";"0.0012";"0.997";"0.0012";"0.0002"
"87";"ILMN_1725346";"SNAPC1";" 5.77";" 5.11";" 0.6549";"0.06799";"0.02151";"0.07131";"0.0019";"0.997";"0.0004";"0.0003"
"88";"ILMN_1889878";"";" 5.28";" 6.00";"-0.7274";"0.04214";"0.06501";"0.07747";"0.0017";"0.997";"0.0008";"0.0002"
"89";"ILMN_1666503";"DENND2A";" 5.23";" 6.75";"-1.5179";"0.12659";"0.10428";"0.16400";"0.0018";"0.997";"0.0007";"0.0003"
"90";"ILMN_1715715";"CEBPA";" 7.28";" 8.43";"-1.1501";"0.11261";"0.03925";"0.11925";"0.0014";"0.997";"0.0012";"0.0003"
"91";"ILMN_1712545";"S100A3";" 7.87";" 7.51";" 0.3669";"0.03718";"0.01814";"0.04137";"0.0023";"0.997";"0.0004";"0.0002"
"92";"ILMN_1669696";"ZNF792";" 5.55";" 5.93";"-0.3761";"0.02533";"0.03067";"0.03978";"0.0016";"0.997";"0.0012";"0.0002"
"93";"ILMN_2367753";"ATP2B4";" 8.40";" 9.27";"-0.8693";"0.07590";"0.05903";"0.09615";"0.0021";"0.997";"0.0007";"0.0003"
"94";"ILMN_1737157";"GRAMD1A";" 5.58";" 6.61";"-1.0278";"0.10955";"0.02503";"0.11238";"0.0019";"0.997";"0.0008";"0.0004"
"95";"ILMN_1697220";"NT5E";"11.13";"10.28";" 0.8544";"0.04377";"0.08214";"0.09307";"0.0019";"0.997";"0.0010";"0.0002"
"96";"ILMN_2376403";"TSC22D3";" 7.58";" 9.09";"-1.5134";"0.16302";"0.05530";"0.17214";"0.0024";"0.997";"0.0004";"0.0003"
"97";"ILMN_1746396";"CTNNB1";" 9.30";" 8.69";" 0.6099";"0.03748";"0.05894";"0.06985";"0.0025";"0.997";"0.0005";"0.0002"
"98";"ILMN_1880341";"";" 4.93";" 5.34";"-0.4097";"0.01366";"0.04323";"0.04534";"0.0021";"0.997";"0.0010";"0.0002"
"99";"ILMN_1725193";"IGFBP2";"10.71";"11.42";"-0.7093";"0.07174";"0.03110";"0.07819";"0.0020";"0.997";"0.0010";"0.0004"
"100";"ILMN_1800341";"WDR66";" 8.95";" 9.45";"-0.4955";"0.05047";"0.01210";"0.05190";"0.0015";"0.997";"0.0017";"0.0001"
"101";"ILMN_1696974";"ANG";" 5.75";" 6.53";"-0.7846";"0.07004";"0.04397";"0.08270";"0.0016";"0.997";"0.0017";"0.0002"
"102";"ILMN_1705066";"BTBD11";" 8.47";" 9.28";"-0.8092";"0.08078";"0.01932";"0.08306";"0.0013";"0.997";"0.0020";"0.0002"
"103";"ILMN_2366388";"PRDX1";"13.28";"13.10";" 0.1746";"0.01907";"0.00564";"0.01989";"0.0024";"0.996";"0.0011";"0.0002"
"104";"ILMN_1751276";"BDNF";" 7.07";" 6.16";" 0.9130";"0.06341";"0.07691";"0.09968";"0.0019";"0.996";"0.0016";"0.0002"
"105";"ILMN_2098616";"C5orf39";" 8.10";" 8.94";"-0.8353";"0.07721";"0.04515";"0.08944";"0.0017";"0.996";"0.0019";"0.0002"
"106";"ILMN_3203874";"LOC648927";" 5.49";" 5.84";"-0.3470";"0.03177";"0.02569";"0.04086";"0.0029";"0.996";"0.0006";"0.0002"
"107";"ILMN_3301372";"LOC730167";" 8.41";" 7.50";" 0.9109";"0.09127";"0.04239";"0.10063";"0.0020";"0.996";"0.0014";"0.0004"
"108";"ILMN_1718129";"MAP2K5";" 6.42";" 6.88";"-0.4599";"0.02923";"0.04348";"0.05239";"0.0024";"0.996";"0.0010";"0.0003"
"109";"ILMN_2082865";"PLLP";" 8.09";" 8.54";"-0.4529";"0.04705";"0.02571";"0.05361";"0.0030";"0.996";"0.0005";"0.0003"
"110";"ILMN_2291619";"RAB3IP";" 8.00";" 8.66";"-0.6575";"0.07704";"0.01088";"0.07781";"0.0030";"0.996";"0.0004";"0.0003"
"111";"ILMN_2055477";"EXOSC7";" 9.27";" 9.89";"-0.6172";"0.06644";"0.02300";"0.07031";"0.0024";"0.996";"0.0009";"0.0005"
"112";"ILMN_2128668";"FOXJ3";" 9.19";" 8.90";" 0.2905";"0.00557";"0.03354";"0.03399";"0.0028";"0.996";"0.0009";"0.0002"
"113";"ILMN_1686367";"HSPA8";"12.62";"12.19";" 0.4236";"0.04723";"0.01847";"0.05071";"0.0032";"0.996";"0.0005";"0.0003"
"114";"ILMN_2095820";"UTP14A";" 8.35";" 7.85";" 0.4973";"0.02871";"0.05057";"0.05815";"0.0028";"0.996";"0.0007";"0.0003"
"115";"ILMN_1774259";"FAM63B";" 5.88";" 5.23";" 0.6498";"0.06226";"0.02793";"0.06824";"0.0015";"0.996";"0.0023";"0.0002"
"116";"ILMN_1728117";"NKX2-1";" 7.28";" 7.93";"-0.6481";"0.06706";"0.02971";"0.07335";"0.0023";"0.996";"0.0012";"0.0005"
"117";"ILMN_1733937";"MMD";" 7.42";" 6.86";" 0.5623";"0.01687";"0.06353";"0.06573";"0.0028";"0.996";"0.0009";"0.0003"
"118";"ILMN_1791328";"STK39";"10.72";" 9.67";" 1.0438";"0.11389";"0.02324";"0.11624";"0.0021";"0.996";"0.0016";"0.0005"
"119";"ILMN_1741200";"RFX5";" 9.47";" 9.73";"-0.2593";"0.02784";"0.00966";"0.02947";"0.0024";"0.996";"0.0014";"0.0005"
"120";"ILMN_1680129";"NSUN2";"11.60";"10.90";" 0.6993";"0.07705";"0.03058";"0.08290";"0.0030";"0.996";"0.0008";"0.0005"
"121";"ILMN_2327860";"MAL";" 5.33";" 7.49";"-2.1574";"0.20618";"0.14691";"0.25317";"0.0029";"0.996";"0.0011";"0.0005"
"122";"ILMN_1754145";"CAPRIN1";" 8.39";" 8.04";" 0.3428";"0.03679";"0.01437";"0.03949";"0.0026";"0.995";"0.0015";"0.0006"
"123";"ILMN_1701789";"IFIT3";" 6.68";" 6.06";" 0.6158";"0.06358";"0.01776";"0.06601";"0.0017";"0.995";"0.0030";"0.0002"
"124";"ILMN_3241104";"LOC286135";" 4.85";" 5.27";"-0.4251";"0.04563";"0.02523";"0.05214";"0.0037";"0.995";"0.0007";"0.0005"
"125";"ILMN_1758543";"CNIH";"11.27";"10.68";" 0.5941";"0.05904";"0.03227";"0.06729";"0.0023";"0.995";"0.0022";"0.0004"
"126";"ILMN_3295847";"LOC645387";"12.59";"12.33";" 0.2677";"0.02626";"0.02030";"0.03319";"0.0039";"0.995";"0.0008";"0.0002"
"127";"ILMN_1789616";"NUPL2";" 9.06";" 8.62";" 0.4446";"0.02068";"0.04844";"0.05267";"0.0030";"0.995";"0.0015";"0.0004"
"128";"ILMN_1672759";"CCDC109A";"11.03";"10.74";" 0.2824";"0.02809";"0.01984";"0.03438";"0.0035";"0.995";"0.0010";"0.0006"
"129";"ILMN_1735453";"FAM98A";"10.64";" 9.99";" 0.6517";"0.07339";"0.00769";"0.07379";"0.0023";"0.995";"0.0022";"0.0005"
"130";"ILMN_1665372";"FXYD3";" 7.00";" 7.99";"-0.9908";"0.10611";"0.04852";"0.11668";"0.0029";"0.995";"0.0015";"0.0006"
"131";"ILMN_1712082";"GCNT3";"10.26";" 6.63";" 3.6286";"0.39888";"0.18067";"0.43789";"0.0034";"0.995";"0.0011";"0.0006"
"132";"ILMN_2184640";"NOLC1";" 8.70";" 7.75";" 0.9480";"0.10488";"0.05246";"0.11726";"0.0039";"0.995";"0.0007";"0.0005"
"133";"ILMN_1725831";"PLAC2";" 5.39";" 6.41";"-1.0170";"0.11493";"0.01339";"0.11570";"0.0024";"0.995";"0.0021";"0.0005"
"134";"ILMN_1698243";"C1orf85";" 7.97";" 8.82";"-0.8511";"0.09596";"0.02010";"0.09805";"0.0026";"0.995";"0.0021";"0.0006"
"135";"ILMN_2053490";"FAM53B";" 4.97";" 5.25";"-0.2750";"0.03410";"0.00524";"0.03450";"0.0042";"0.995";"0.0009";"0.0002"
"136";"ILMN_1696510";"GPR89C";" 7.14";" 6.97";" 0.1666";"0.01718";"0.01092";"0.02036";"0.0036";"0.995";"0.0011";"0.0006"
"137";"ILMN_3202885";"LOC643856";" 8.67";" 9.43";"-0.7513";"0.05093";"0.07617";"0.09163";"0.0036";"0.995";"0.0013";"0.0005"
"138";"ILMN_1720344";"NIPA2";"10.16";" 9.87";" 0.2900";"0.02642";"0.02105";"0.03378";"0.0028";"0.995";"0.0020";"0.0005"
"139";"ILMN_2295518";"TRO";" 6.15";" 6.75";"-0.6089";"0.06553";"0.03459";"0.07410";"0.0035";"0.995";"0.0011";"0.0006"
"140";"ILMN_1774087";"CCL28";" 5.54";" 6.68";"-1.1377";"0.11553";"0.07417";"0.13729";"0.0034";"0.995";"0.0014";"0.0006"
"141";"ILMN_3227023";"SNHG7";" 8.64";" 9.42";"-0.7730";"0.08102";"0.04279";"0.09162";"0.0030";"0.995";"0.0017";"0.0006"
"142";"ILMN_1807455";"DHRS7";"10.33";"10.62";"-0.2906";"0.02857";"0.01564";"0.03257";"0.0022";"0.995";"0.0031";"0.0002"
"143";"ILMN_1672496";"DNAJA1";"12.03";"11.38";" 0.6431";"0.02310";"0.07422";"0.07773";"0.0034";"0.995";"0.0017";"0.0004"
"144";"ILMN_1742577";"GTPBP4";"10.85";" 9.66";" 1.1920";"0.12695";"0.06013";"0.14047";"0.0029";"0.995";"0.0019";"0.0006"
"145";"ILMN_1691702";"ZNF775";" 5.41";" 6.06";"-0.6454";"0.06954";"0.03934";"0.07990";"0.0039";"0.995";"0.0010";"0.0006"
"146";"ILMN_1670807";"FAM84B";"11.14";"10.03";" 1.1039";"0.08938";"0.09739";"0.13219";"0.0032";"0.994";"0.0018";"0.0005"
"147";"ILMN_2355831";"FHL2";"13.17";"12.70";" 0.4606";"0.05795";"0.01098";"0.05898";"0.0047";"0.994";"0.0006";"0.0003"
"148";"ILMN_2133360";"LOC91561";"14.21";"14.04";" 0.1688";"0.00498";"0.02002";"0.02063";"0.0036";"0.994";"0.0016";"0.0003"
"149";"ILMN_1812073";"ATP6V1B1";" 5.88";" 6.85";"-0.9709";"0.09563";"0.05232";"0.10901";"0.0022";"0.994";"0.0032";"0.0002"
"150";"ILMN_1695285";"CAPN14";" 5.62";" 7.14";"-1.5196";"0.14808";"0.09174";"0.17420";"0.0025";"0.994";"0.0028";"0.0004"
"151";"ILMN_2247664";"SON";"10.76";"10.34";" 0.4178";"0.04164";"0.02786";"0.05010";"0.0032";"0.994";"0.0018";"0.0006"
"152";"ILMN_1786532";"CNIH";" 9.89";" 9.34";" 0.5489";"0.04826";"0.04667";"0.06714";"0.0036";"0.994";"0.0016";"0.0006"
"153";"ILMN_1681248";"TCHH";" 4.88";" 5.86";"-0.9823";"0.11408";"0.04993";"0.12453";"0.0045";"0.994";"0.0008";"0.0006"
"154";"ILMN_1661500";"B4GALT4";" 9.06";" 8.20";" 0.8519";"0.08195";"0.05242";"0.09728";"0.0025";"0.994";"0.0030";"0.0004"
"155";"ILMN_2201533";"C17orf61";"10.53";"11.00";"-0.4730";"0.05733";"0.01662";"0.05969";"0.0043";"0.994";"0.0013";"0.0003"
"156";"ILMN_3249651";"ZDHHC8P";" 5.58";" 6.45";"-0.8763";"0.07016";"0.08401";"0.10946";"0.0041";"0.994";"0.0012";"0.0006"
"157";"ILMN_1808999";"ARHGEF19";" 7.42";" 8.48";"-1.0597";"0.07173";"0.10887";"0.13038";"0.0038";"0.994";"0.0020";"0.0005"
"158";"ILMN_1702858";"ADHFE1";" 5.12";" 5.76";"-0.6380";"0.05417";"0.05142";"0.07469";"0.0028";"0.994";"0.0032";"0.0004"
"159";"ILMN_2129505";"CYBASC3";" 8.40";" 9.66";"-1.2553";"0.09818";"0.11631";"0.15221";"0.0035";"0.994";"0.0024";"0.0005"
"160";"ILMN_3249560";"LOC100134291";" 5.86";" 6.45";"-0.5840";"0.04682";"0.05356";"0.07114";"0.0035";"0.994";"0.0023";"0.0006"
"161";"ILMN_3233388";"RELL1";" 8.74";" 8.32";" 0.4213";"0.01913";"0.05078";"0.05427";"0.0049";"0.994";"0.0011";"0.0005"
"162";"ILMN_2406892";"C19orf2";" 9.05";" 8.51";" 0.5477";"0.03606";"0.05589";"0.06652";"0.0035";"0.994";"0.0026";"0.0003"
"163";"ILMN_1739222";"ETV5";" 8.49";" 6.00";" 2.4980";"0.25796";"0.19130";"0.32116";"0.0048";"0.994";"0.0010";"0.0006"
"164";"ILMN_2150802";"FLJ22795";" 8.18";" 8.96";"-0.7801";"0.08143";"0.03748";"0.08964";"0.0025";"0.994";"0.0035";"0.0004"
"165";"ILMN_1655311";"LOC145853";" 8.19";" 8.59";"-0.3970";"0.00367";"0.05037";"0.05051";"0.0045";"0.994";"0.0016";"0.0004"
"166";"ILMN_1699644";"MARCH3";" 6.83";" 7.97";"-1.1429";"0.14072";"0.01855";"0.14194";"0.0040";"0.994";"0.0017";"0.0009"
"167";"ILMN_1680579";"ATP2B4";" 8.66";" 9.42";"-0.7575";"0.08311";"0.04893";"0.09644";"0.0046";"0.993";"0.0013";"0.0008"
"168";"ILMN_1749244";"LYRM1";" 9.11";" 8.56";" 0.5542";"0.06161";"0.02411";"0.06616";"0.0032";"0.993";"0.0028";"0.0007"
"169";"ILMN_1674934";"FOXF2";" 6.41";" 6.91";"-0.5021";"0.05079";"0.03270";"0.06040";"0.0033";"0.993";"0.0029";"0.0006"
"170";"ILMN_3191393";"LOC100128892";" 6.52";" 7.66";"-1.1412";"0.13892";"0.03864";"0.14419";"0.0044";"0.993";"0.0015";"0.0009"
"171";"ILMN_1739008";"ATG9A";" 6.86";" 7.18";"-0.3196";"0.03371";"0.01697";"0.03774";"0.0030";"0.993";"0.0033";"0.0006"
"172";"ILMN_1697820";"HINT2";" 8.70";" 9.29";"-0.5840";"0.02387";"0.06982";"0.07379";"0.0044";"0.993";"0.0021";"0.0005"
