"";"ID";"SYMBOL";"c1Mean";"c0Mean";"c1c0log2FC";"c1stderr";"c0stderr";"c0c1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"753";"ILMN_2364110";"GBA";" 7.02";" 7.56";"-0.5419";"0.069803";"0.07543";"0.10277";"0.0792";"0.0439";"0.850";"0.0269"
"754";"ILMN_1656934";"REPS2";" 6.37";" 6.68";"-0.3039";"0.068978";"0.03871";"0.07910";"0.1051";"0.0370";"0.850";"0.0082"
"755";"ILMN_3299558";"SFRS18";" 8.13";" 7.13";" 0.9966";"0.063290";"0.15305";"0.16562";"0.0993";"0.0294";"0.849";"0.0220"
"756";"ILMN_1696702";"NEO1";" 8.95";" 9.60";"-0.6573";"0.155181";"0.06230";"0.16722";"0.0486";"0.0551";"0.849";"0.0472"
"757";"ILMN_3251317";"RER1";" 5.61";" 5.96";"-0.3566";"0.044647";"0.04556";"0.06379";"0.0532";"0.0792";"0.849";"0.0189"
"758";"ILMN_1802292";"WDFY2";" 6.72";" 6.97";"-0.2524";"0.041705";"0.03432";"0.05401";"0.0873";"0.0558";"0.849";"0.0080"
"759";"ILMN_1770911";"NRSN2";" 6.54";" 6.85";"-0.3051";"0.085945";"0.02210";"0.08874";"0.0499";"0.0157";"0.849";"0.0858"
"760";"ILMN_1659762";"BTF3";"13.03";"12.80";" 0.2243";"0.032240";"0.03005";"0.04407";"0.0725";"0.0720";"0.848";"0.0071"
"761";"ILMN_1694798";"C5orf28";" 6.52";" 5.78";" 0.7439";"0.089173";"0.11242";"0.14350";"0.1092";"0.0094";"0.848";"0.0330"
"762";"ILMN_1789839";"GTF3C1";" 6.63";" 6.99";"-0.3576";"0.036753";"0.05115";"0.06298";"0.0797";"0.0494";"0.848";"0.0228"
"763";"ILMN_2166093";"PIK3C2A";" 6.06";" 5.06";" 0.9926";"0.076119";"0.15336";"0.17121";"0.1052";"0.0220";"0.848";"0.0248"
"764";"ILMN_1770977";"TMEM134";" 8.18";" 8.39";"-0.2155";"0.053313";"0.02261";"0.05791";"0.0710";"0.0114";"0.848";"0.0698"
"765";"ILMN_1705515";"UPF3A";" 8.56";" 8.35";" 0.2042";"0.001363";"0.03324";"0.03327";"0.1230";"0.0091";"0.848";"0.0201"
"766";"ILMN_2075507";"MAN1A2";" 5.57";" 5.04";" 0.5358";"0.021027";"0.08624";"0.08877";"0.1193";"0.0102";"0.848";"0.0227"
"767";"ILMN_1741176";"CHMP2B";" 9.38";" 8.86";" 0.5195";"0.038720";"0.07961";"0.08853";"0.1006";"0.0395";"0.848";"0.0122"
"768";"ILMN_1665775";"MOSC2";" 5.81";" 6.38";"-0.5737";"0.129545";"0.06113";"0.14324";"0.0599";"0.0437";"0.847";"0.0491"
"769";"ILMN_1788160";"KIF5B";" 8.05";" 6.81";" 1.2437";"0.204261";"0.17152";"0.26672";"0.0917";"0.0220";"0.847";"0.0391"
"770";"ILMN_3234547";"LOC100133803";" 7.53";" 7.14";" 0.3858";"0.046320";"0.05838";"0.07453";"0.1097";"0.0102";"0.847";"0.0331"
"771";"ILMN_3251672";"DSG2";"11.13";"10.41";" 0.7175";"0.082033";"0.10166";"0.13063";"0.0799";"0.0489";"0.847";"0.0246"
"772";"ILMN_2327203";"POT1";" 5.68";" 4.91";" 0.7659";"0.137258";"0.11298";"0.17777";"0.1297";"0.0125";"0.847";"0.0112"
"773";"ILMN_2229214";"STOX1";" 7.60";" 8.32";"-0.7203";"0.064876";"0.09320";"0.11356";"0.0472";"0.0931";"0.846";"0.0135"
"774";"ILMN_1744068";"ELP3";" 8.44";" 8.88";"-0.4347";"0.104435";"0.04545";"0.11390";"0.0653";"0.0283";"0.846";"0.0608"
"775";"ILMN_1751500";"ADAM15";" 5.62";" 5.99";"-0.3699";"0.010400";"0.05743";"0.05836";"0.0986";"0.0418";"0.845";"0.0142"
"776";"ILMN_1666384";"LOC151579";"10.89";" 9.55";" 1.3475";"0.190135";"0.18591";"0.26592";"0.0806";"0.0447";"0.845";"0.0297"
"777";"ILMN_1767320";"MAPK1";" 7.39";" 7.65";"-0.2542";"0.020139";"0.03489";"0.04028";"0.0599";"0.0884";"0.844";"0.0074"
"778";"ILMN_1740319";"IFI27L2";" 8.80";" 9.45";"-0.6447";"0.029663";"0.09128";"0.09598";"0.0640";"0.0786";"0.844";"0.0136"
"779";"ILMN_1720965";"TULP4";" 7.16";" 6.75";" 0.4149";"0.033881";"0.06480";"0.07312";"0.1115";"0.0183";"0.844";"0.0267"
"780";"ILMN_2188374";"XPOT";" 7.56";" 6.65";" 0.9122";"0.018547";"0.11840";"0.11985";"0.0395";"0.1097";"0.843";"0.0077"
"781";"ILMN_1743582";"NUDT22";" 8.08";" 8.38";"-0.3005";"0.073099";"0.03240";"0.07996";"0.0729";"0.0163";"0.843";"0.0677"
"782";"ILMN_1655225";"C19orf25";" 6.96";" 7.35";"-0.3941";"0.044908";"0.06018";"0.07509";"0.1111";"0.0138";"0.843";"0.0322"
"783";"ILMN_1660633";"CAMK2N2";" 5.24";" 6.05";"-0.8103";"0.106483";"0.11969";"0.16020";"0.1029";"0.0206";"0.843";"0.0338"
"784";"ILMN_1753111";"NAMPT";" 7.03";" 6.28";" 0.7502";"0.096155";"0.09607";"0.13592";"0.0543";"0.0975";"0.843";"0.0057"
"785";"ILMN_1752281";"DNAJC13";" 7.44";" 6.48";" 0.9593";"0.108930";"0.14185";"0.17885";"0.0960";"0.0331";"0.842";"0.0285"
"786";"ILMN_1734254";"ZNF770";" 7.88";" 6.83";" 1.0412";"0.056439";"0.16368";"0.17314";"0.1081";"0.0273";"0.842";"0.0225"
"787";"ILMN_1751444";"NCAPG";" 9.36";" 8.43";" 0.9382";"0.129640";"0.13547";"0.18751";"0.0962";"0.0286";"0.842";"0.0335"
"788";"ILMN_1770537";"NGFRAP1";" 6.42";" 6.86";"-0.4370";"0.010048";"0.06947";"0.07019";"0.1095";"0.0306";"0.840";"0.0195"
"789";"ILMN_2143155";"KIF11";" 8.99";" 7.93";" 1.0629";"0.075925";"0.16660";"0.18308";"0.1101";"0.0247";"0.840";"0.0250"
"790";"ILMN_2223380";"PPWD1";" 7.66";" 6.86";" 0.7951";"0.016999";"0.12656";"0.12770";"0.1100";"0.0305";"0.840";"0.0194"
"791";"ILMN_1728199";"POLE";" 7.54";" 8.00";"-0.4599";"0.087369";"0.05751";"0.10460";"0.0740";"0.0459";"0.839";"0.0407"
"792";"ILMN_1703140";"NEDD4";" 6.26";" 5.47";" 0.7900";"0.006271";"0.12822";"0.12838";"0.1201";"0.0223";"0.839";"0.0184"
"793";"ILMN_1815130";"MICALL1";" 8.00";" 8.36";"-0.3591";"0.074810";"0.05120";"0.09065";"0.1337";"0.0167";"0.839";"0.0108"
"794";"ILMN_1653133";"SH3D19";" 9.06";" 8.43";" 0.6316";"0.001398";"0.10152";"0.10153";"0.1145";"0.0286";"0.839";"0.0181"
"795";"ILMN_1678775";"CLEC2D";"13.83";"13.48";" 0.3475";"0.058615";"0.04300";"0.07269";"0.0608";"0.0714";"0.839";"0.0292"
"796";"ILMN_3244607";"FAM117B";" 6.11";" 5.57";" 0.5350";"0.030560";"0.08091";"0.08649";"0.0898";"0.0526";"0.838";"0.0194"
"797";"ILMN_2224833";"ADIPOR2";" 9.81";" 9.96";"-0.1465";"0.032444";"0.01927";"0.03773";"0.1103";"0.0429";"0.838";"0.0087"
"798";"ILMN_2343047";"ABCB9";" 6.43";" 6.89";"-0.4608";"0.034681";"0.07483";"0.08247";"0.1307";"0.0160";"0.838";"0.0154"
"799";"ILMN_2108339";"THUMPD1";" 8.45";" 7.23";" 1.2200";"0.165404";"0.17503";"0.24082";"0.0919";"0.0388";"0.838";"0.0317"
"800";"ILMN_1732516";"KNTC1";" 8.36";" 7.54";" 0.8152";"0.063571";"0.12384";"0.13920";"0.0962";"0.0432";"0.837";"0.0231"
"801";"ILMN_1806483";"ZWILCH";" 5.91";" 5.01";" 0.9036";"0.001319";"0.14228";"0.14229";"0.1032";"0.0434";"0.837";"0.0166"
"802";"ILMN_1687092";"KBTBD4";" 7.08";" 7.54";"-0.4550";"0.072262";"0.05575";"0.09127";"0.0545";"0.0840";"0.837";"0.0247"
"803";"ILMN_1798705";"CCNC";" 7.06";" 6.69";" 0.3742";"0.077409";"0.04442";"0.08925";"0.0701";"0.0478";"0.837";"0.0455"
"804";"ILMN_1761540";"SEMA3F";" 6.36";" 7.20";"-0.8409";"0.075395";"0.10586";"0.12997";"0.0409";"0.1110";"0.836";"0.0118"
"805";"ILMN_2413779";"SEZ6L2";" 7.38";" 8.10";"-0.7239";"0.135287";"0.08400";"0.15924";"0.0549";"0.0775";"0.836";"0.0315"
"806";"ILMN_1670801";"MTR";" 7.67";" 7.08";" 0.5900";"0.099591";"0.07754";"0.12622";"0.0768";"0.0521";"0.836";"0.0351"
"807";"ILMN_1718807";"SMC3";" 9.04";" 7.87";" 1.1754";"0.095229";"0.18606";"0.20902";"0.1174";"0.0189";"0.836";"0.0278"
"808";"ILMN_1748616";"GTF2F1";" 9.39";" 9.67";"-0.2806";"0.082415";"0.03091";"0.08802";"0.1213";"0.0357";"0.835";"0.0082"
"809";"ILMN_1793241";"SRD5A1";" 7.72";" 8.12";"-0.3991";"0.072853";"0.05988";"0.09430";"0.1390";"0.0144";"0.835";"0.0119"
"810";"ILMN_1704876";"USP38";" 8.19";" 7.57";" 0.6172";"0.078383";"0.09337";"0.12191";"0.1110";"0.0198";"0.834";"0.0349"
"811";"ILMN_1682910";"SLC35B3";" 7.06";" 6.63";" 0.4273";"0.095874";"0.05281";"0.10946";"0.0917";"0.0095";"0.834";"0.0651"
"812";"ILMN_1686645";"UTP14C";" 7.41";" 6.37";" 1.0397";"0.164173";"0.14369";"0.21817";"0.0878";"0.0426";"0.834";"0.0359"
"813";"ILMN_2074044";"PLS1";" 8.64";" 7.58";" 1.0568";"0.000377";"0.16704";"0.16704";"0.1048";"0.0447";"0.834";"0.0169"
"814";"ILMN_1743078";"LOC643031";"11.07";"11.56";"-0.4947";"0.075147";"0.06625";"0.10018";"0.0745";"0.0850";"0.833";"0.0071"
"815";"ILMN_2205896";"MEIS3P1";" 6.05";" 5.38";" 0.6678";"0.082023";"0.08476";"0.11795";"0.0501";"0.0990";"0.833";"0.0176"
"816";"ILMN_1788738";"ZNRF3";" 6.84";" 7.33";"-0.4896";"0.014742";"0.07978";"0.08113";"0.1231";"0.0212";"0.833";"0.0223"
"817";"ILMN_1676745";"ZNF142";" 8.76";" 8.95";"-0.1824";"0.027248";"0.02861";"0.03951";"0.1420";"0.0116";"0.833";"0.0132"
"818";"ILMN_1738027";"BRCA1";" 7.10";" 6.54";" 0.5576";"0.094863";"0.08369";"0.12650";"0.1304";"0.0251";"0.833";"0.0116"
"819";"ILMN_1653319";"MC1R";" 7.34";" 7.72";"-0.3810";"0.056874";"0.05165";"0.07683";"0.0772";"0.0594";"0.833";"0.0304"
"820";"ILMN_1688515";"ZNF195";" 7.27";" 6.45";" 0.8197";"0.012090";"0.13213";"0.13268";"0.1155";"0.0321";"0.833";"0.0197"
"821";"ILMN_1777058";"HIATL1";" 8.22";" 8.36";"-0.1429";"0.045944";"0.01517";"0.04838";"0.1440";"0.0142";"0.833";"0.0093"
"822";"ILMN_2377174";"SYPL1";"10.55";"10.26";" 0.2861";"0.049542";"0.03931";"0.06324";"0.0936";"0.0315";"0.833";"0.0423"
"823";"ILMN_2044226";"PPP3CA";" 6.25";" 5.61";" 0.6363";"0.172989";"0.07480";"0.18847";"0.1168";"0.0426";"0.832";"0.0083"
"824";"ILMN_1779177";"U2AF1L4";" 5.85";" 6.27";"-0.4238";"0.035873";"0.06781";"0.07671";"0.1239";"0.0141";"0.832";"0.0296"
"825";"ILMN_1701749";"UQCRFS1";"12.76";"12.94";"-0.1884";"0.036051";"0.02567";"0.04426";"0.1012";"0.0149";"0.832";"0.0519"
"826";"ILMN_1664776";"EFR3A";"10.21";" 9.44";" 0.7718";"0.001529";"0.11906";"0.11907";"0.0927";"0.0609";"0.831";"0.0150"
"827";"ILMN_3177285";"HNRNPR";"11.70";"11.11";" 0.5917";"0.000000";"0.08786";"0.08786";"0.0767";"0.0796";"0.831";"0.0128"
"828";"ILMN_2337740";"TULP4";" 5.76";" 5.46";" 0.2943";"0.066034";"0.04165";"0.07807";"0.1425";"0.0160";"0.831";"0.0110"
"829";"ILMN_1712027";"RSBN1L";" 6.66";" 6.17";" 0.4933";"0.003256";"0.08244";"0.08251";"0.1369";"0.0107";"0.830";"0.0220"
"830";"ILMN_1679796";"TOMM20";" 9.97";" 9.54";" 0.4256";"0.065576";"0.06254";"0.09062";"0.1101";"0.0493";"0.830";"0.0103"
"831";"ILMN_1698463";"ILF3";" 9.09";" 9.46";"-0.3753";"0.070905";"0.05035";"0.08697";"0.0940";"0.0277";"0.830";"0.0482"
"832";"ILMN_1804597";"C2orf37";" 5.76";" 5.02";" 0.7447";"0.090254";"0.11355";"0.14505";"0.1117";"0.0249";"0.830";"0.0337"
"833";"ILMN_1753241";"SNTA1";" 7.17";" 7.82";"-0.6436";"0.126489";"0.07819";"0.14871";"0.0693";"0.0601";"0.830";"0.0409"
"834";"ILMN_1747223";"FRYL";" 7.04";" 5.89";" 1.1527";"0.181519";"0.14825";"0.23437";"0.0650";"0.0774";"0.830";"0.0281"
"835";"ILMN_2180682";"MTPN";"11.36";"10.71";" 0.6551";"0.089999";"0.08065";"0.12085";"0.0476";"0.1044";"0.829";"0.0187"
"836";"ILMN_1659415";"MAP2K1IP1";" 9.39";" 8.82";" 0.5696";"0.058404";"0.09197";"0.10895";"0.1352";"0.0213";"0.829";"0.0145"
"837";"ILMN_1805481";"TRMT11";" 7.87";" 6.97";" 0.9042";"0.034308";"0.12572";"0.13032";"0.0566";"0.1029";"0.829";"0.0117"
"838";"ILMN_3237062";"FAM47E";" 4.79";" 5.37";"-0.5779";"0.102723";"0.08189";"0.13137";"0.1079";"0.0540";"0.829";"0.0095"
"839";"ILMN_3249645";"HSPA13";" 5.43";" 4.91";" 0.5214";"0.085595";"0.06495";"0.10744";"0.0598";"0.0840";"0.828";"0.0277"
"840";"ILMN_1674411";"CKAP2";" 8.93";" 8.25";" 0.6761";"0.070119";"0.10752";"0.12836";"0.1266";"0.0116";"0.828";"0.0336"
"841";"ILMN_1736340";"ANGEL2";" 7.96";" 7.28";" 0.6766";"0.012635";"0.10290";"0.10367";"0.0865";"0.0700";"0.828";"0.0155"
"842";"ILMN_1796830";"UBE2L3";" 5.27";" 4.94";" 0.3372";"0.072764";"0.04264";"0.08434";"0.0919";"0.0728";"0.828";"0.0074"
"843";"ILMN_1805395";"LTBP3";" 6.46";" 6.82";"-0.3563";"0.078118";"0.04418";"0.08975";"0.0883";"0.0237";"0.828";"0.0602"
"844";"ILMN_2093500";"ZBED5";" 9.26";" 8.53";" 0.7274";"0.012385";"0.12179";"0.12241";"0.1380";"0.0143";"0.828";"0.0201"
"845";"ILMN_1653432";"HNRPDL";" 8.51";" 8.16";" 0.3459";"0.062222";"0.04739";"0.07821";"0.0958";"0.0314";"0.828";"0.0454"
"846";"ILMN_2362122";"AP3M1";" 9.45";" 8.93";" 0.5180";"0.038220";"0.08033";"0.08896";"0.1037";"0.0453";"0.827";"0.0240"
"847";"ILMN_1743783";"CCDC43";" 8.35";" 7.91";" 0.4321";"0.029383";"0.05952";"0.06637";"0.0577";"0.1012";"0.827";"0.0140"
"848";"ILMN_1711023";"CDK5RAP1";" 8.50";" 8.70";"-0.1931";"0.009533";"0.03205";"0.03344";"0.1366";"0.0191";"0.827";"0.0176"
"849";"ILMN_1766094";"MOSPD2";" 6.19";" 5.47";" 0.7196";"0.105433";"0.11302";"0.15456";"0.1398";"0.0203";"0.827";"0.0132"
"850";"ILMN_1656682";"AZIN1";"10.64";" 9.84";" 0.7974";"0.056473";"0.11207";"0.12550";"0.0642";"0.1012";"0.827";"0.0081"
"851";"ILMN_2094587";"USP8";" 8.91";" 8.13";" 0.7805";"0.068295";"0.12344";"0.14107";"0.1176";"0.0277";"0.826";"0.0288"
"852";"ILMN_1792710";"DAPK3";" 6.53";" 6.34";" 0.1930";"0.058547";"0.02222";"0.06262";"0.1437";"0.0210";"0.826";"0.0095"
"853";"ILMN_1758057";"TOR1AIP2";" 6.19";" 5.58";" 0.6078";"0.045071";"0.07573";"0.08812";"0.0359";"0.1293";"0.825";"0.0096"
"854";"ILMN_1798270";"C11orf75";" 7.50";" 8.11";"-0.6073";"0.081509";"0.08946";"0.12102";"0.1008";"0.0402";"0.825";"0.0338"
"855";"ILMN_2123730";"TBC1D22B";" 6.47";" 6.81";"-0.3466";"0.035335";"0.05455";"0.06499";"0.1198";"0.0420";"0.825";"0.0130"
"856";"ILMN_1754531";"AP4E1";" 7.70";" 6.90";" 0.8059";"0.039600";"0.12587";"0.13195";"0.1018";"0.0599";"0.825";"0.0135"
"857";"ILMN_1805466";"SOX9";" 8.24";" 7.83";" 0.4170";"0.021972";"0.06304";"0.06676";"0.0874";"0.0762";"0.825";"0.0115"
"858";"ILMN_1747911";"CDC2";"10.40";" 9.72";" 0.6896";"0.199607";"0.05098";"0.20602";"0.0552";"0.0190";"0.825";"0.1010"
"859";"ILMN_1672571";"TFIP11";" 8.72";" 9.22";"-0.5042";"0.023187";"0.08266";"0.08585";"0.1276";"0.0231";"0.825";"0.0248"
"860";"ILMN_2382990";"HK1";"12.83";"13.08";"-0.2591";"0.029297";"0.03834";"0.04825";"0.0942";"0.0537";"0.824";"0.0279"
"861";"ILMN_1747281";"EVI5L";" 7.08";" 7.91";"-0.8288";"0.231233";"0.06148";"0.23927";"0.0485";"0.0471";"0.824";"0.0803"
"862";"ILMN_1769694";"ACCN2";" 6.54";" 7.28";"-0.7370";"0.109782";"0.10708";"0.15336";"0.1018";"0.0366";"0.824";"0.0376"
"863";"ILMN_1805300";"LOC650132";" 5.31";" 4.81";" 0.5008";"0.021287";"0.06043";"0.06407";"0.0275";"0.1425";"0.824";"0.0062"
"864";"ILMN_3305751";"LOC729858";" 5.55";" 5.05";" 0.4980";"0.017791";"0.08135";"0.08327";"0.1237";"0.0370";"0.822";"0.0169"
"865";"ILMN_1664761";"TMEM138";" 7.40";" 7.75";"-0.3493";"0.015890";"0.05592";"0.05813";"0.1136";"0.0417";"0.822";"0.0224"
"866";"ILMN_1742025";"OLFM1";" 6.98";" 7.59";"-0.6181";"0.067668";"0.09781";"0.11893";"0.1251";"0.0186";"0.822";"0.0344"
"867";"ILMN_2181968";"CBL";" 7.85";" 7.55";" 0.3067";"0.044594";"0.04615";"0.06417";"0.1155";"0.0224";"0.822";"0.0405"
"868";"ILMN_1722294";"CPNE8";" 7.55";" 6.44";" 1.1098";"0.145962";"0.14163";"0.20338";"0.0532";"0.1058";"0.822";"0.0196"
"869";"ILMN_1800220";"KCTD3";" 9.48";" 8.43";" 1.0460";"0.010762";"0.16131";"0.16167";"0.0916";"0.0713";"0.821";"0.0157"
"870";"ILMN_2399264";"SEPT6";" 6.27";" 6.78";"-0.5080";"0.147926";"0.03927";"0.15305";"0.0600";"0.0100";"0.821";"0.1086"
"871";"ILMN_3229770";"SKP1";" 8.24";" 8.03";" 0.2078";"0.024819";"0.03267";"0.04103";"0.1258";"0.0161";"0.821";"0.0367"
"872";"ILMN_1710873";"ZNF330";" 7.78";" 7.27";" 0.5063";"0.024601";"0.08344";"0.08699";"0.1309";"0.0220";"0.821";"0.0257"
"873";"ILMN_2157240";"MNS1";" 6.84";" 6.10";" 0.7365";"0.009423";"0.08882";"0.08932";"0.0260";"0.1477";"0.821";"0.0051"
"874";"ILMN_3240365";"MNX1";" 6.19";" 6.74";"-0.5516";"0.038869";"0.08423";"0.09277";"0.0949";"0.0721";"0.821";"0.0117"
"875";"ILMN_2209180";"P15RS";" 9.14";" 8.37";" 0.7722";"0.137393";"0.10473";"0.17276";"0.0904";"0.0458";"0.821";"0.0426"
"876";"ILMN_1725121";"XPO1";"11.23";"10.28";" 0.9512";"0.152291";"0.12945";"0.19987";"0.0823";"0.0620";"0.821";"0.0345"
"877";"ILMN_1688892";"LAMA3";" 8.32";" 8.46";"-0.1423";"0.027185";"0.02003";"0.03377";"0.1129";"0.0102";"0.821";"0.0560"
"878";"ILMN_1803236";"CLCA2";" 6.34";" 7.59";"-1.2488";"0.067656";"0.19312";"0.20463";"0.0973";"0.0615";"0.821";"0.0204"
"879";"ILMN_1697701";"PLEKHJ1";" 5.16";" 5.70";"-0.5351";"0.126746";"0.07630";"0.14794";"0.1561";"0.0119";"0.820";"0.0117"
"880";"ILMN_2327346";"SSBP4";" 6.68";" 6.97";"-0.2973";"0.049826";"0.04576";"0.06765";"0.1403";"0.0271";"0.820";"0.0125"
"881";"ILMN_1761733";"HLA-DMB";" 5.49";" 6.32";"-0.8394";"0.148589";"0.11830";"0.18993";"0.1040";"0.0293";"0.820";"0.0471"
"882";"ILMN_1739002";"LOC653487";" 5.32";" 5.68";"-0.3605";"0.029887";"0.05925";"0.06637";"0.1376";"0.0111";"0.819";"0.0319"
"883";"ILMN_1874530";"DIAPH3";" 8.40";" 7.60";" 0.7954";"0.099840";"0.10116";"0.14213";"0.0504";"0.1254";"0.819";"0.0053"
"884";"ILMN_1839719";"";" 7.82";" 6.76";" 1.0581";"0.153212";"0.15968";"0.22130";"0.1163";"0.0247";"0.818";"0.0405"
"885";"ILMN_1711514";"COCH";" 7.53";" 8.14";"-0.6119";"0.021871";"0.10161";"0.10393";"0.1330";"0.0243";"0.818";"0.0244"
"886";"ILMN_1721225";"C20orf4";" 8.04";" 8.22";"-0.1816";"0.019909";"0.02116";"0.02905";"0.0309";"0.1405";"0.818";"0.0106"
"887";"ILMN_1770678";"CBX2";" 9.51";" 9.92";"-0.4159";"0.100678";"0.04613";"0.11074";"0.0755";"0.0397";"0.817";"0.0677"
"888";"ILMN_1684929";"TOPBP1";" 9.69";" 8.76";" 0.9269";"0.008615";"0.15475";"0.15499";"0.1340";"0.0271";"0.817";"0.0218"
"889";"ILMN_1803945";"HCP5";" 7.59";" 8.36";"-0.7640";"0.136427";"0.09662";"0.16718";"0.0691";"0.0793";"0.817";"0.0349"
"890";"ILMN_1777325";"STAT1";" 9.95";" 9.62";" 0.3289";"0.008234";"0.05531";"0.05592";"0.1397";"0.0241";"0.817";"0.0196"
"891";"ILMN_1778488";"WDR41";" 8.45";" 8.21";" 0.2427";"0.014503";"0.03875";"0.04138";"0.1141";"0.0551";"0.817";"0.0143"
"892";"ILMN_1703949";"KPNB1";"12.33";"11.87";" 0.4633";"0.104749";"0.04902";"0.11565";"0.0567";"0.0803";"0.816";"0.0468"
"893";"ILMN_1713901";"KDELR3";" 7.50";" 8.04";"-0.5452";"0.082642";"0.08278";"0.11697";"0.1226";"0.0170";"0.816";"0.0442"
"894";"ILMN_3239771";"DLGAP5";"10.29";" 9.45";" 0.8466";"0.077580";"0.13215";"0.15324";"0.1105";"0.0457";"0.816";"0.0279"
"895";"ILMN_1675387";"LIMS1";" 6.97";" 6.51";" 0.4615";"0.111976";"0.05544";"0.12495";"0.0953";"0.0093";"0.816";"0.0796"
"896";"ILMN_1711845";"LOC220729";" 5.27";" 4.91";" 0.3599";"0.045877";"0.05688";"0.07307";"0.1314";"0.0130";"0.816";"0.0398"
"897";"ILMN_1801864";"LOC730455";" 8.40";" 8.81";"-0.4028";"0.098125";"0.04105";"0.10636";"0.0609";"0.0637";"0.816";"0.0595"
"898";"ILMN_1747016";"CEP55";"10.58";" 9.46";" 1.1242";"0.198539";"0.15018";"0.24894";"0.0840";"0.0605";"0.816";"0.0398"
"899";"ILMN_1809040";"LDLRAP1";" 6.83";" 7.10";"-0.2678";"0.044415";"0.03948";"0.05943";"0.1164";"0.0213";"0.815";"0.0470"
"900";"ILMN_1709483";"MRE11A";" 6.67";" 5.95";" 0.7183";"0.026188";"0.12135";"0.12414";"0.1440";"0.0145";"0.815";"0.0262"
"901";"ILMN_1716359";"SLC19A3";" 5.23";" 5.81";"-0.5834";"0.000994";"0.08505";"0.08506";"0.0686";"0.1046";"0.815";"0.0116"
"902";"ILMN_2089902";"NUS1";" 5.46";" 5.06";" 0.4017";"0.025606";"0.06739";"0.07209";"0.1446";"0.0103";"0.815";"0.0301"
"903";"ILMN_1899940";"";" 5.65";" 6.17";"-0.5204";"0.109510";"0.06902";"0.12945";"0.1023";"0.0217";"0.815";"0.0613"
"904";"ILMN_1798827";"SRBD1";" 8.66";" 7.32";" 1.3370";"0.200366";"0.18958";"0.27584";"0.0913";"0.0593";"0.815";"0.0347"
"905";"ILMN_1738677";"PRPF8";"11.26";"11.62";"-0.3658";"0.048096";"0.05538";"0.07335";"0.1108";"0.0390";"0.815";"0.0357"
"906";"ILMN_2080760";"SNX22";" 5.38";" 5.89";"-0.5090";"0.006240";"0.08067";"0.08091";"0.1039";"0.0665";"0.814";"0.0159"
"907";"ILMN_2404085";"CLIP1";" 9.74";" 9.04";" 0.7065";"0.040241";"0.11908";"0.12570";"0.1459";"0.0224";"0.814";"0.0181"
"908";"ILMN_1658221";"POLH";" 6.11";" 6.81";"-0.7064";"0.075910";"0.09233";"0.11953";"0.0515";"0.1188";"0.814";"0.0162"
"909";"ILMN_1711516";"ATP6V1A";"11.56";"11.10";" 0.4591";"0.034868";"0.07599";"0.08361";"0.1389";"0.0167";"0.813";"0.0309"
"910";"ILMN_2393994";"CSPP1";" 7.88";" 7.01";" 0.8776";"0.028850";"0.14593";"0.14875";"0.1327";"0.0356";"0.813";"0.0182"
"911";"ILMN_1679582";"LOC727735";" 4.87";" 5.18";"-0.3046";"0.082935";"0.02489";"0.08659";"0.0516";"0.0596";"0.813";"0.0757"
"912";"ILMN_1782543";"EEF1D";" 8.38";" 8.65";"-0.2679";"0.049261";"0.03467";"0.06024";"0.0778";"0.1025";"0.813";"0.0068"
"913";"ILMN_1699357";"SLC22A5";" 7.47";" 7.92";"-0.4484";"0.117048";"0.03974";"0.12361";"0.0528";"0.0683";"0.812";"0.0664"
"914";"ILMN_1757287";"MAPK6";"10.18";" 8.98";" 1.1996";"0.177158";"0.17973";"0.25237";"0.1134";"0.0340";"0.812";"0.0405"
"915";"ILMN_2388190";"SCEL";" 7.14";" 5.86";" 1.2833";"0.221820";"0.17950";"0.28535";"0.0977";"0.0470";"0.812";"0.0434"
"916";"ILMN_1711909";"EDEM2";" 6.61";" 7.04";"-0.4260";"0.058538";"0.05971";"0.08362";"0.0813";"0.0782";"0.812";"0.0289"
"917";"ILMN_1701244";"ITFG2";" 7.90";" 8.08";"-0.1820";"0.063728";"0.01299";"0.06504";"0.1073";"0.0753";"0.811";"0.0066"
"918";"ILMN_1763467";"LY6G5C";" 6.04";" 6.25";"-0.2164";"0.048424";"0.02764";"0.05576";"0.0987";"0.0233";"0.810";"0.0675"
"919";"ILMN_1803953";"LOC388789";" 9.69";" 9.87";"-0.1795";"0.031974";"0.02674";"0.04168";"0.1283";"0.0504";"0.810";"0.0111"
"920";"ILMN_1756992";"MUC1";" 6.72";" 7.53";"-0.8123";"0.173268";"0.09032";"0.19540";"0.0580";"0.0902";"0.810";"0.0417"
"921";"ILMN_1744949";"RHOBTB3";"12.09";"11.46";" 0.6307";"0.108723";"0.09563";"0.14479";"0.1334";"0.0451";"0.810";"0.0117"
"922";"ILMN_1802649";"C11orf58";" 5.99";" 5.24";" 0.7485";"0.057573";"0.12137";"0.13433";"0.1259";"0.0363";"0.809";"0.0286"
"923";"ILMN_2143148";"TM2D1";" 9.77";" 9.43";" 0.3437";"0.023466";"0.05395";"0.05883";"0.1059";"0.0721";"0.809";"0.0130"
"924";"ILMN_1737146";"TRAM1";"12.00";"11.36";" 0.6380";"0.039980";"0.09753";"0.10540";"0.0923";"0.0783";"0.809";"0.0204"
